년도,시도,사설학원수,대학교_숫자,중학생인원수변화,초등학생인원수변화,고등학생인원수변화,유치원원아수변화,대학생숫자,의원,병원,종합병원,상급종합병원,의사,치과의사,한의사,약사,간호사,기타보건의료인,주택수,빈집수,자동차등록대수,활동,신생,소멸,상용_월평균_임금,임금상승률,"협회 및 단체, 수리 및 기타 개인서비스업_활동","협회 및 단체, 수리 및 기타 개인서비스업_신생","협회 및 단체, 수리 및 기타 개인서비스업_소멸","예술, 스포츠 및 여가관련 서비스업_활동","예술, 스포츠 및 여가관련 서비스업_신생","예술, 스포츠 및 여가관련 서비스업_소멸",보건업 및 사회복지 서비스업_활동,보건업 및 사회복지 서비스업_신생,보건업 및 사회복지 서비스업_소멸,교육서비스업_활동,교육서비스업_신생,교육서비스업_소멸,"사업 시설관리, 사업지원 및 임대 서비스업_활동","사업 시설관리, 사업지원 및 임대 서비스업_신생","사업 시설관리, 사업지원 및 임대 서비스업_소멸","전문, 과학 및 기술서비스업_활동","전문, 과학 및 기술서비스업_신생","전문, 과학 및 기술서비스업_소멸",부동산업_활동,부동산업_신생,부동산업_소멸,금융 및 보험업_활동,금융 및 보험업_신생,금융 및 보험업_소멸,정보통신업_활동,정보통신업_신생,정보통신업_소멸,숙박 및 음식점업_활동,숙박 및 음식점업_신생,숙박 및 음식점업_소멸,운수 및 창고업_활동,운수 및 창고업_신생,운수 및 창고업_소멸,도매 및 소매업_활동,도매 및 소매업_신생,도매 및 소매업_소멸,건설업_활동,건설업_신생,건설업_소멸,"수도, 하수 및 폐기물처리, 원료재생업_활동","수도, 하수 및 폐기물처리, 원료재생업_신생","수도, 하수 및 폐기물처리, 원료재생업_소멸","전기, 가스, 증기 및 공기조절 공급업_활동","전기, 가스, 증기 및 공기조절 공급업_신생","전기, 가스, 증기 및 공기조절 공급업_소멸",제조업_활동,제조업_신생,제조업_소멸,광업_활동,광업_신생,광업_소멸,총_인구,남성_인구,여성_인구,부채,자산(만원),농가수,어가수,백화점판매액,대형소매점,예금은행대출금액,예금액,지방세
2014,대전광역시,2086,15,56765,91599,57924,25024,150697,1011,41,8,1,3307.0,766.0,689.0,1084.0,4709.0,1487.0,,,8274122,158252,27477,23216,2805150.0,3.0,7994,1342,971,3768,959,772,2509,185,119,4834,1078,838,2882,681,520,3463,620,364,31252,5407,5909,483,100,101,1553,326,225,22880,5709,4705,16073,1674,967,40794,7085,6129,10086,1263,823,138,11,9,75,31,3,9464,1006,760,4,0,1,1531809,766497,765312,,,9357.0,,,,25804.7,25692.5,1549395.0
2014,강원도,2253,18,51976,80458,55974,15947,138504,710,46,15,1,2477.0,589.0,482.0,891.0,4351.0,903.0,,,9832254,163887,22065,20822,2483529.0,1.9,8904,1112,1036,3647,673,631,1737,115,68,4018,684,630,2500,455,390,2497,376,218,24941,3264,4259,322,74,74,697,138,103,35987,6493,5702,12895,1050,915,39321,5432,5131,17568,1211,920,401,26,24,246,105,9,8041,845,697,165,12,15,1544442,778007,766435,,,69887.0,2562.0,,,14184.7,15124.3,1473843.0
2014,제주특별자치도,999,4,23380,37915,23221,5296,30239,342,7,7,0,961.0,215.0,189.0,370.0,2107.0,489.0,,,7670794,67685,10756,8947,2244777.0,1.2,3460,412,404,1519,256,257,809,80,34,1669,308,215,1608,342,198,1115,196,79,10064,1741,2002,116,19,13,364,67,53,14776,3376,2556,6877,440,356,16547,2581,2191,5929,612,341,102,11,14,114,75,4,2601,240,230,15,0,0,607346,304656,302690,,,38444.0,4589.0,,,8312.3,1667.4,909470.0
2014,세종특별자치시,101,2,4156,8057,3871,1699,25557,75,1,0,0,124.0,43.0,41.0,82.0,112.0,72.0,,,2164838,14500,3859,1864,0.0,0.0,513,106,57,241,80,39,157,41,8,325,107,65,213,53,42,275,75,16,3541,1543,558,14,2,3,86,22,15,2231,670,373,1493,152,98,2746,653,405,1463,184,93,40,2,0,36,19,1,1118,150,91,8,0,0,156125,78862,77263,,,6072.0,,,,3535.0,153813.3,386816.0
2015,경기도,20106,60,409810,733359,444554,191293,471130,6159,288,53,5,18105.0,4899.0,3716.0,7124.0,27717.0,8605.0,3693557.0,144893.0,73393515,1341782,204842,157360,2853670.0,2.5,56755,9248,6834,25861,5491,4583,14971,1163,687,35021,7200,5418,23107,5288,3709,27892,4554,2966,306809,45496,31695,2970,634,562,15728,3230,2142,162938,34802,30364,132496,11970,7791,298481,49285,41558,76971,10526,7047,2318,167,160,899,309,36,158467,15470,11797,98,9,11,12522606,6299812,6222794,,,126679.0,762.0,5364602.0,14622514.0,284496.7,15664.1,17885557.0
2015,서울특별시,13989,48,263466,450675,308306,91394,567207,7802,218,42,14,27726.0,6733.0,4567.0,8227.0,39759.0,7262.0,2793244.0,79049.0,38005651,1251731,170463,138643,3261561.0,1.9,48711,6929,5614,24520,4851,4104,18683,1282,898,29850,5389,4307,25858,4558,3105,56881,8699,5534,322964,37462,28911,10890,1925,1325,39912,6856,4362,142098,26865,24441,78517,7894,6443,319748,44599,39416,57516,6032,4313,506,37,25,261,60,14,74768,7019,5826,48,6,5,10022181,4930943,5091238,,,3911.0,,12474501.0,19456777.0,525529.1,600391.1,17038835.0
2015,경상남도,5945,21,108732,187075,109773,50580,126509,1522,142,22,2,4914.0,1227.0,1137.0,1808.0,9801.0,2522.0,1134738.0,98680.0,21770014,349440,51539,42977,2765647.0,3.3,16504,2284,1816,5738,1050,1027,3735,257,175,9524,1794,1584,6565,1994,1132,7184,1070,767,50452,8314,5879,699,135,148,1198,193,161,61799,12349,10775,31519,2252,1720,79950,11822,11073,26338,2457,1684,807,58,60,732,254,15,46603,5249,4953,93,7,8,3364702,1694981,1669721,,,131455.0,9417.0,917963.0,2578882.0,68619.5,8886.4,4535227.0
2015,부산광역시,4696,22,95020,154283,98764,45175,265792,2198,130,24,4,7538.0,1628.0,1579.0,2441.0,13782.0,3258.0,1164352.0,86626.0,17380896,383012,52489,42679,2620611.0,2.4,18101,2361,1992,6687,1023,1070,5172,339,208,9052,1729,1366,7170,1453,1018,8477,1290,816,68962,11612,7754,1319,194,222,2440,506,341,51915,10162,9207,49669,3128,2548,96928,13133,11760,20603,2414,1664,483,36,31,85,18,4,35937,3090,2678,12,1,0,3513777,1735570,1778207,,,8068.0,2203.0,2840121.0,5282920.0,92109.5,73156.4,4784818.0
2015,대구광역시,3639,11,80982,129583,95199,36951,126257,1615,114,8,4,5335.0,1204.0,1018.0,1798.0,9005.0,2196.0,738100.0,29610.0,14583073,264637,36758,28626,2415995.0,2.7,11861,1700,1302,5083,867,809,3842,209,98,7219,1364,973,4472,908,669,5460,702,423,43894,6671,4461,841,125,128,1738,332,228,35780,7356,6379,29742,2232,1831,67697,9664,8264,15450,1844,1062,343,18,18,168,49,3,31041,2717,1978,6,0,0,2487829,1237291,1250538,,,16571.0,,2007368.0,3666471.0,61642.8,46861.6,2862891.0
2015,인천광역시,3209,7,89337,157099,120084,42389,71500,1444,55,16,3,4351.0,1107.0,821.0,1581.0,7450.0,2144.0,942244.0,47402.0,20097823,282700,44950,35241,2723424.0,3.3,12893,2181,1553,6198,1404,1203,3381,266,147,6619,1403,1013,5221,1259,910,5151,869,550,57073,8758,5802,793,180,166,2272,514,339,38722,8679,7579,27038,2789,2219,67454,11394,9543,17860,2470,1763,555,50,45,102,32,6,31343,2698,2400,25,4,3,2925815,1469869,1455946,,,13081.0,2172.0,897004.0,2709317.0,69059.0,35680.0,3727717.0
2015,전라북도,3975,20,62444,100260,71544,25059,129924,1107,81,10,2,3476.0,843.0,886.0,1306.0,5855.0,1880.0,687103.0,73869.0,11461086,182152,26835,20187,2547426.0,3.5,9239,1294,942,3113,659,525,2491,177,103,5113,881,626,2894,578,365,3078,410,252,23324,3578,2752,330,61,56,713,134,105,28118,5901,4893,20265,1479,1086,48641,7183,6085,16831,1494,1081,380,29,18,4726,1513,140,12814,1458,1150,82,6,8,1869711,930255,939456,,,100362.0,2908.0,,1133025.0,26242.4,19700.1,1796926.0
2015,경상북도,3507,34,77581,129743,90238,38663,218978,1226,84,19,0,3433.0,835.0,944.0,1417.0,7497.0,1893.0,995385.0,108114.0,17878739,275538,38942,30485,2776589.0,2.7,13782,1791,1324,5103,919,809,2804,211,116,6440,1104,858,4582,1065,799,3839,479,301,33908,5161,3875,466,95,74,1004,185,117,49478,9639,8167,29489,2339,1663,65642,9675,7918,25381,2106,1419,802,75,54,1222,539,24,31414,3544,2947,182,15,20,2702826,1357306,1345520,,,184642.0,3017.0,,1465834.0,35582.2,39657.4,3450733.0
2015,광주광역시,3535,17,56563,91862,63937,23741,116106,893,75,20,2,3292.0,932.0,661.0,1071.0,6679.0,1592.0,486527.0,26705.0,8351445,144550,23653,18533,2562254.0,2.8,7989,1345,1030,3329,729,653,2256,192,116,5102,882,693,2804,497,362,3354,535,294,22964,3956,2651,479,63,69,1012,167,116,21736,5196,4443,11904,1195,1202,39793,6342,5265,11185,1276,769,179,12,18,539,214,11,9906,1050,836,19,2,5,1472199,729662,742537,,,12036.0,,897944.0,1705557.0,28259.6,21419.9,1553789.0
2015,충청남도,2758,21,65223,115484,68407,27141,209487,1024,51,11,2,2915.0,805.0,756.0,1227.0,4424.0,1422.0,754372.0,73719.0,13976063,210211,32105,24934,2937394.0,3.4,10693,1478,1137,3978,884,753,2393,161,106,4787,983,755,3785,896,643,3190,443,265,31714,5019,3790,379,100,76,817,166,112,36731,7291,6330,19684,2046,1325,51735,7772,6657,19329,1788,1262,514,27,34,1470,853,34,18888,2181,1638,124,17,17,2077649,1054439,1023210,,,132008.0,8162.0,,1573390.0,32255.0,20055.2,2836473.0
2015,전라남도,2737,19,58806,94368,73563,19983,81302,905,83,22,1,2946.0,656.0,731.0,1171.0,6988.0,1908.0,747621.0,103333.0,13688569,176148,26138,19336,2856750.0,2.8,8543,1223,931,2840,558,487,2009,144,95,3823,802,602,2222,446,304,2551,369,211,18461,3283,2407,256,51,48,619,124,78,31183,6152,4984,21794,1464,1107,46260,6819,5536,18312,1490,979,483,38,30,3032,1422,93,13119,1674,1354,641,79,90,1908996,953881,955115,,,150141.0,18819.0,,838632.0,19216.7,28207.6,2002617.0
2015,울산광역시,2479,4,39040,66134,46140,19177,35423,574,40,6,1,1633.0,469.0,402.0,616.0,3362.0,719.0,357674.0,21423.0,6948158,113449,17572,14010,3084932.0,4.5,5676,798,569,2611,449,439,1423,97,52,3590,697,546,2524,614,431,3211,478,418,18520,2784,2011,262,48,53,449,115,61,19883,4347,3670,12395,933,684,24283,3714,3188,8720,1008,656,234,25,12,56,20,3,9597,1443,1214,15,2,3,1173534,604889,568645,,,12385.0,905.0,927968.0,1818945.0,24057.9,15505.6,1760321.0
2015,충청북도,2338,16,50707,85290,58598,18305,133173,815,40,11,1,2314.0,533.0,570.0,947.0,3726.0,1148.0,556951.0,54884.0,10573419,168344,24341,19385,2631387.0,3.8,8277,1137,886,3524,733,605,1822,131,86,4292,782,690,2997,658,474,2597,328,241,26009,3990,2949,324,58,43,709,132,97,28579,5724,4880,17847,1466,1044,40081,5944,5305,15654,1360,886,456,34,22,822,320,19,14273,1537,1148,81,7,10,1583952,798896,785056,,,74611.0,,,1064481.0,21044.6,22462.1,1884993.0
2015,대전광역시,2210,15,52215,89464,56227,25660,150477,1026,38,9,1,3399.0,771.0,709.0,1087.0,5034.0,1555.0,468885.0,26419.0,8274122,156767,23243,19038,2857131.0,1.9,8196,1186,935,3746,778,749,2411,161,115,4783,826,793,2935,584,462,3603,534,353,29275,4228,3059,475,100,79,1668,349,222,23201,5147,4461,15998,1165,854,40471,6128,5513,10209,1126,748,138,8,6,96,16,3,9554,904,685,8,3,1,1518775,759778,758997,,,9428.0,,1082087.0,2226855.0,27830.0,28045.8,1626744.0
2015,강원도,2185,18,48073,78414,54836,17387,135726,717,49,14,1,2519.0,617.0,498.0,904.0,4805.0,936.0,569899.0,59260.0,9832254,164455,22499,18375,2569139.0,3.4,8994,1150,925,3617,655,581,1695,117,73,4139,759,604,2593,488,357,2605,323,234,24036,3444,2621,327,84,56,730,125,94,36554,6526,5620,12638,864,673,39534,5570,4894,17828,1351,894,391,15,29,447,199,9,8167,824,693,160,5,18,1549507,781434,768073,,,73082.0,2292.0,,1000720.0,15464.9,16285.4,1594058.0
2015,제주특별자치도,1006,4,22051,38164,22984,5547,30512,361,7,7,0,1021.0,220.0,197.0,378.0,2231.0,519.0,195224.0,18475.0,7670794,70949,11994,8216,2293505.0,2.2,3510,453,351,1478,217,208,820,67,45,1837,387,243,1767,361,234,1254,199,100,10298,2236,1210,135,28,23,402,75,37,15960,3734,2737,7074,541,381,16853,2526,2104,6551,762,362,92,5,6,238,123,4,2665,280,171,15,0,0,624395,313428,310967,,,33487.0,4116.0,,512261.0,10191.0,2533.3,1124068.0
2015,세종특별자치시,169,2,5901,13353,5112,4108,24902,100,1,0,0,159.0,61.0,54.0,103.0,132.0,80.0,81130.0,16458.0,2164838,17699,4839,2099,0.0,0.0,620,142,62,321,112,59,204,60,7,541,262,104,284,85,45,366,96,39,5020,1970,567,16,5,3,128,39,22,2706,841,468,1570,145,99,3126,712,422,1463,179,108,43,4,2,61,23,2,1223,164,90,7,0,0,210884,105752,105132,,,6571.0,,,,5215.0,169215.4,512028.0
2016,경기도,19465,60,381082,727380,440319,196618,461255,6399,288,56,5,18846.0,5037.0,3845.0,7392.0,33004.0,9305.0,3814834.0,167830.0,73393515,1412281,226929,152974,2970904.0,4.1,60640,10709,7115,29763,8560,5321,15625,1376,686,36753,7269,5381,25344,5816,3617,30533,5389,3106,327147,53511,29183,3093,686,567,17438,3535,2160,168288,36582,30543,137871,12777,7622,309949,52487,39626,83713,12159,7172,2361,195,154,1091,202,37,162575,15668,10676,97,8,8,12716780,6395453,6321327,,,120317.0,696.0,5962062.0,15562174.0,305720.4,22669.9,19245126.0
2016,서울특별시,13974,48,239912,436121,299556,91026,562690,8004,222,42,14,28189.0,6803.0,4648.0,8321.0,45291.0,7890.0,2830857.0,94668.0,38005651,1289357,185666,133687,3364470.0,3.2,50583,7724,5667,26630,6376,4293,18974,1354,899,30685,5325,4121,26852,4357,2931,60948,10121,5780,336536,44013,27238,11734,2058,1491,42162,7096,4354,143334,26898,23953,83941,12221,6350,322127,44997,36901,59172,6297,4177,512,38,32,293,43,12,74827,6743,5482,47,5,6,9930616,4876789,5053827,,,3550.0,,12836869.0,19681784.0,544592.1,628071.1,18024176.0
2016,경상남도,5907,21,99401,185325,105793,52486,122471,1569,149,23,2,5221.0,1277.0,1176.0,1866.0,11672.0,2790.0,1151057.0,98899.0,21770014,360481,54359,41010,2889391.0,4.5,17326,2630,1862,6449,1733,1048,3842,302,173,9668,1782,1370,7687,2191,1469,7878,1378,896,53796,9152,5296,686,144,128,1251,202,136,63963,13130,11232,32141,2241,1594,80717,12066,9490,27187,2480,1651,802,48,43,914,186,27,46086,4690,4587,88,4,8,3373871,1699219,1674652,,,127515.0,8479.0,940447.0,2686376.0,72333.0,9587.6,4736834.0
2016,부산광역시,4708,22,86650,151207,96539,46628,258579,2227,139,25,4,7637.0,1683.0,1609.0,2448.0,15494.0,3516.0,1174034.0,85333.0,17380896,392807,53972,41256,2694140.0,2.8,18839,2808,2061,7194,1627,1122,5265,334,196,9172,1531,1271,7643,1515,988,9035,1388,893,71932,10997,6964,1311,219,197,2576,478,354,53053,10641,9305,49861,3032,2488,98543,13686,11193,21729,2637,1608,493,39,27,89,9,7,36061,3031,2580,11,0,2,3498529,1725607,1772922,,,8159.0,2031.0,2849223.0,5273429.0,99122.7,79929.2,4625095.0
2016,대구광역시,3744,11,73925,125541,91904,38865,123536,1674,113,8,4,5495.0,1238.0,1059.0,1847.0,9920.0,2343.0,761054.0,36932.0,14583073,273432,38815,28203,2472297.0,2.3,12523,1973,1358,5626,1375,869,3966,247,139,7682,1436,1077,4751,958,635,5780,755,469,46658,7389,4198,843,158,126,1820,331,197,37096,7853,6682,29718,1960,1507,69134,10049,8015,16032,1872,1067,344,26,14,188,18,8,31262,2413,1838,9,2,4,2484557,1234169,1250388,,,16750.0,,1973796.0,3629677.0,66966.8,47164.2,2979772.0
2016,인천광역시,3395,7,82893,155590,117575,44625,70023,1477,58,15,3,4469.0,1136.0,860.0,1628.0,8822.0,2393.0,958072.0,52941.0,20097823,296108,49099,34913,2839944.0,4.3,13907,2556,1716,7071,2102,1411,3457,257,145,6927,1341,1044,5606,1322,837,5604,961,593,61075,9972,5755,810,193,169,2548,569,394,39632,8660,7634,28259,3597,1963,69886,12107,9364,19124,2767,1717,539,41,42,118,23,3,31525,2631,2125,20,0,1,2943069,1477671,1465398,,,12347.0,2097.0,844921.0,2683908.0,73804.8,40274.6,4028661.0
2016,전라북도,4040,20,56923,97895,70449,26389,126832,1125,79,11,2,3522.0,871.0,899.0,1335.0,6581.0,1939.0,692563.0,73696.0,11461086,188930,27466,20148,2616967.0,2.7,9676,1387,941,3534,959,605,2551,172,102,5340,885,755,3108,597,387,3314,470,240,24329,3731,2547,361,96,84,790,165,120,29199,6062,5008,20443,1481,1036,49735,7233,6001,17419,1760,1056,383,24,21,5578,1010,121,13088,1425,1112,82,9,12,1864791,927505,937286,,,98930.0,2776.0,,1140357.0,27330.1,20112.5,1896033.0
2016,경상북도,3568,34,70468,127825,88456,40185,211544,1242,83,18,0,3515.0,846.0,954.0,1458.0,8386.0,2001.0,1009941.0,107862.0,17878739,285833,40860,30602,2916120.0,5.0,14414,1944,1431,5568,1300,887,2867,178,119,6719,1132,1009,4865,1099,774,4128,561,313,36099,6025,3658,510,121,95,1145,231,140,51177,9964,8633,29804,2206,1465,67290,9740,7882,26499,2302,1358,830,76,53,1589,390,44,32149,3574,2727,180,17,14,2700398,1356868,1343530,,,181067.0,2818.0,,1454300.0,37300.0,42454.8,3567765.0
2016,광주광역시,3534,17,51511,89095,62357,24790,113624,904,75,20,2,3434.0,969.0,701.0,1083.0,7192.0,1782.0,494547.0,29127.0,8351445,149461,24604,17785,2630845.0,2.7,8453,1495,1018,3620,981,659,2340,206,117,5329,940,832,3031,574,373,3590,570,325,24662,4363,2590,501,105,68,1113,216,161,22252,5062,4433,11496,1233,768,40542,6228,4930,11531,1372,722,178,22,14,698,150,15,10108,1084,759,17,3,1,1469214,728137,741077,,,12126.0,,902751.0,1725589.0,30354.2,24067.4,1678987.0
2016,충청남도,2782,21,60196,115309,66973,28288,202721,1035,49,11,2,2995.0,820.0,769.0,1245.0,4956.0,1490.0,776746.0,80152.0,13976063,218770,33544,24237,3073036.0,4.6,11131,1575,1091,4396,1172,782,2442,164,111,4870,827,742,4057,913,595,3416,469,287,33726,5806,3486,362,63,61,901,184,109,37940,7653,6328,20276,1972,1270,52981,7956,6481,20146,1980,1221,525,50,33,1960,529,72,19524,2222,1554,117,9,14,2096727,1064765,1031962,,,128275.0,8550.0,,1604897.0,33828.8,21020.7,3120102.0
2016,전라남도,2652,19,53181,92981,73039,20801,79167,923,81,23,1,3042.0,693.0,747.0,1173.0,7436.0,1954.0,755044.0,102257.0,13688569,184172,27251,19962,2938553.0,2.9,8960,1362,903,3219,865,584,2058,149,84,3895,696,551,2382,452,311,2735,388,212,19834,3689,2313,245,44,54,680,123,78,32664,6527,5390,22559,1726,1098,47906,7205,5690,18870,1565,1002,486,33,26,3537,617,80,13449,1670,1459,693,140,127,1903914,951889,952025,,,151059.0,18601.0,,848746.0,20060.0,30487.5,2243786.0
2016,울산광역시,2542,4,35343,65629,44558,19604,34540,594,40,6,1,1702.0,485.0,406.0,646.0,3863.0,813.0,361273.0,20965.0,6948158,117345,18207,13848,3122883.0,1.2,6102,998,638,2828,667,474,1458,86,59,3665,628,479,2625,539,468,3301,537,521,19700,3141,1757,268,50,47,461,82,59,20601,4455,3764,12491,883,657,24777,3813,3091,9146,1038,670,241,21,18,60,8,1,9607,1259,1144,14,2,1,1172304,603797,568507,,,12451.0,832.0,876923.0,1771877.0,25364.2,16080.5,1945369.0
2016,충청북도,2320,16,46287,84052,57087,18932,129138,841,41,11,1,2389.0,560.0,574.0,971.0,3943.0,1230.0,568567.0,56014.0,10573419,174379,25381,19007,2774278.0,5.4,8687,1294,892,3909,1005,692,1871,140,80,4169,583,589,3203,659,467,2737,368,199,27434,4364,2809,347,62,86,781,158,113,29755,6045,5116,17999,1271,993,40803,6105,5008,16279,1420,859,474,37,31,1073,261,34,14779,1601,1029,79,8,10,1591625,803240,788385,,,74292.0,,,1086935.0,22070.0,22611.6,2020649.0
2016,대전광역시,2235,15,47646,85939,54937,25921,147795,1045,40,9,1,3455.0,793.0,714.0,1113.0,5788.0,1619.0,474193.0,26238.0,8274122,161327,24251,18835,2985356.0,4.5,8707,1445,991,4074,1082,774,2450,176,117,4738,777,754,3139,681,433,3878,644,330,30533,4393,2993,464,75,96,1799,363,229,23712,5066,4485,16190,1028,928,41085,6406,5243,10583,1174,791,140,7,8,112,20,4,9718,914,658,5,0,1,1514370,757289,757081,,,9398.0,,1103478.0,2267975.0,29590.8,28605.4,1683926.0
2016,강원도,2187,18,43999,76772,53516,18149,132608,738,48,14,1,2575.0,622.0,499.0,920.0,5130.0,975.0,575967.0,55709.0,9832254,170771,24542,18357,2727782.0,6.2,9361,1279,932,4030,961,657,1732,119,79,4266,733,622,2743,494,375,2736,356,207,25771,4283,2637,323,58,59,799,143,112,37948,7076,5864,12887,912,675,40143,5631,4669,18444,1346,782,389,26,18,690,246,19,8352,861,642,157,18,8,1550806,781146,769660,,,72624.0,2259.0,,1014199.0,16415.4,17522.2,1859620.0
2016,제주특별자치도,996,4,20629,38272,22936,5943,30399,379,8,6,0,1047.0,243.0,208.0,387.0,2372.0,552.0,206874.0,21469.0,7670794,79309,16050,9030,2389239.0,4.2,3724,548,376,1643,367,211,868,86,33,1987,380,288,1902,352,231,1492,271,134,14131,4862,1603,150,34,19,467,88,56,17412,4255,2980,7274,576,382,17610,2886,2070,7450,980,435,104,17,4,261,25,3,2819,323,205,15,0,0,641597,322545,319052,,,33109.0,4082.0,,551079.0,12548.2,5708.1,1376124.0
2016,세종특별자치시,257,2,7444,17910,6463,4888,24247,116,1,0,0,180.0,74.0,69.0,113.0,139.0,96.0,86607.0,10115.0,2164838,21233,5418,2395,0.0,0.0,749,176,83,517,257,97,246,51,12,664,209,123,338,88,38,439,99,38,6706,2221,673,32,16,7,185,48,28,3088,859,502,1676,212,98,3610,838,495,1559,186,99,45,3,2,75,16,5,1296,139,93,8,0,2,243048,121505,121543,,,6304.0,,0.0,162245.0,6747.6,184606.3,499626.0
2017,경기도,20195,60,366856,733941,422839,194299,452326,6600,270,56,5,19642.0,5324.0,4072.0,8192.0,34371.0,10050.0,3949829.0,194981.0,73393515,1502557,241291,171348,3102230.0,4.4,64310,10878,8152,31639,7438,5612,16050,1249,678,39167,7931,6139,29098,7099,4349,33465,5652,3374,363784,66148,39517,3256,702,579,19450,3914,2495,171633,35100,30654,143813,13446,9202,323715,52606,41828,91253,13376,7878,2427,218,126,1477,376,51,167921,15147,10702,99,11,12,12873895,6475323,6398572,9028.0,42032.0,117225.0,685.0,5912434.0,15727159.0,326152.3,23775.3,20710614.0
2017,서울특별시,14189,48,227001,428333,282968,88987,560323,8155,221,43,14,28746.0,7118.0,4733.0,8924.0,46034.0,8386.0,2866845.0,93343.0,38005651,1341759,194876,151234,3445867.0,2.4,52120,7521,6267,28086,6008,4603,19182,1292,825,32062,5647,4492,28722,4998,3342,65134,10475,6121,363579,54964,36475,12278,1919,1457,44624,7186,4502,144197,25921,23492,88457,11547,11543,326251,44574,38271,61125,6343,4199,511,36,31,353,62,16,75034,6380,5597,44,3,1,9857426,4830206,5027220,9690.0,54431.0,3410.0,,12200212.0,19099450.0,569688.0,664687.0,19296437.0
2017,경상남도,6052,21,93843,186619,99662,51647,118729,1594,132,23,2,5351.0,1312.0,1217.0,2030.0,12219.0,3013.0,1193912.0,120548.0,21770014,374215,55178,45861,2943459.0,1.9,18273,2865,2288,6896,1509,1246,3919,275,170,10099,1832,1606,8324,2173,1848,8281,1252,1469,59029,10373,6740,660,98,103,1359,237,160,65373,12990,11573,33034,2301,1712,83284,12473,10847,28146,2390,1860,814,64,38,1177,280,42,45456,4056,4148,91,10,11,3380404,1701413,1678991,6141.0,32643.0,124865.0,8152.0,938153.0,2694119.0,74494.8,9896.2,4818215.0
2017,부산광역시,4748,22,80719,150863,92195,45853,250518,2279,138,25,4,7735.0,1730.0,1627.0,2676.0,15962.0,3663.0,1200422.0,94737.0,17380896,405205,55497,44055,2786616.0,3.4,19518,2777,2162,7489,1458,1254,5429,368,198,9618,1739,1414,8479,1833,1222,9569,1451,1050,76873,12098,7598,1293,202,207,2697,498,326,53834,10603,9364,50146,2987,2731,100555,13900,11941,22958,2789,1920,495,35,26,110,17,5,36131,2740,2636,11,2,1,3470653,1709508,1761145,5181.0,31482.0,7716.0,1929.0,2820449.0,5248735.0,106819.1,81765.8,4947208.0
2017,대구광역시,3815,11,68893,124708,86664,38936,120802,1712,112,8,4,5552.0,1288.0,1090.0,1976.0,10073.0,2471.0,783895.0,44180.0,14583073,283123,38961,30533,2634209.0,6.5,13198,2068,1508,5806,1119,979,4049,244,137,8025,1438,1140,5187,1088,726,6119,802,499,50233,7716,5057,835,119,130,1953,337,224,37576,7402,6825,30176,2059,1697,70901,10226,8510,16718,1797,1141,350,19,18,228,37,7,31763,2490,1933,6,0,2,2475231,1227814,1247417,6424.0,39500.0,16554.0,,2198020.0,3855871.0,71095.8,48356.4,3156682.0
2017,인천광역시,3585,7,78826,156470,111618,44009,68157,1496,60,16,3,4684.0,1211.0,914.0,1813.0,9504.0,2639.0,969588.0,57489.0,20097823,309775,49625,38986,2913439.0,2.6,14772,2597,2070,7365,1754,1465,3571,272,162,7399,1519,1142,6303,1513,1007,6074,1021,654,66309,11093,6998,806,170,135,2812,631,402,39895,8235,7797,29894,3723,2995,71585,11563,10054,20380,2895,1889,528,38,30,151,31,4,31911,2570,2180,20,0,2,2948542,1479597,1468945,6333.0,30464.0,11962.0,2052.0,809522.0,2814267.0,80147.3,43007.6,4427782.0
2017,전라북도,3971,20,53303,97383,67149,25768,123601,1143,79,11,2,3598.0,899.0,910.0,1409.0,6853.0,1978.0,698264.0,77631.0,11461086,195980,27719,22759,2750571.0,5.1,10172,1442,1190,3822,884,761,2591,131,101,5437,851,837,3348,636,449,3568,488,309,26005,4123,2913,329,55,66,851,184,131,30015,6011,5430,20731,1454,1279,50524,7109,6750,18264,1846,1151,393,29,22,6527,1097,136,13327,1372,1224,76,7,10,1854607,922307,932300,4121.0,26189.0,96780.0,2884.0,,1130343.0,28323.0,20753.7,2005960.0
2017,경상북도,3677,34,65906,127642,84926,39836,203602,1260,79,19,0,3587.0,904.0,979.0,1582.0,8659.0,2140.0,1038274.0,126480.0,17878739,297324,41934,34546,2986091.0,2.4,14973,1997,1705,5846,1212,1043,2918,173,98,6831,1154,1044,5243,1129,890,4382,561,374,39594,6970,4937,505,88,75,1231,213,177,52237,9946,9214,30608,2142,1602,69193,9951,8929,27702,2397,1504,837,66,55,2152,596,40,32887,3321,2843,185,18,16,2691706,1353164,1338542,4719.0,31886.0,179321.0,2798.0,,1438525.0,39225.6,43283.8,3719931.0
2017,광주광역시,3556,17,47900,88189,58976,24654,111946,915,74,20,2,3497.0,988.0,726.0,1215.0,7559.0,1895.0,505471.0,33569.0,8351445,155837,24448,19352,2731776.0,3.8,8948,1548,1173,3860,941,777,2406,210,134,5407,936,814,3257,611,438,3829,566,327,26512,4371,2949,533,97,86,1158,204,134,22840,5128,4551,12138,1203,905,41336,6076,5360,12186,1322,884,183,18,10,843,139,19,10384,1078,788,17,0,3,1463770,725295,738475,4312.0,29815.0,10940.0,,889279.0,1724452.0,31038.5,24235.1,1710868.0
