년도,시도,사설학원수,대학교_숫자,중학생인원수변화,초등학생인원수변화,고등학생인원수변화,유치원원아수변화,대학생숫자,의원,병원,종합병원,상급종합병원,의사,치과의사,한의사,약사,간호사,기타보건의료인,주택수,빈집수,자동차등록대수,활동,신생,소멸,상용_월평균_임금,임금상승률,"협회 및 단체, 수리 및 기타 개인서비스업_활동","협회 및 단체, 수리 및 기타 개인서비스업_신생","협회 및 단체, 수리 및 기타 개인서비스업_소멸","예술, 스포츠 및 여가관련 서비스업_활동","예술, 스포츠 및 여가관련 서비스업_신생","예술, 스포츠 및 여가관련 서비스업_소멸",보건업 및 사회복지 서비스업_활동,보건업 및 사회복지 서비스업_신생,보건업 및 사회복지 서비스업_소멸,교육서비스업_활동,교육서비스업_신생,교육서비스업_소멸,"사업 시설관리, 사업지원 및 임대 서비스업_활동","사업 시설관리, 사업지원 및 임대 서비스업_신생","사업 시설관리, 사업지원 및 임대 서비스업_소멸","전문, 과학 및 기술서비스업_활동","전문, 과학 및 기술서비스업_신생","전문, 과학 및 기술서비스업_소멸",부동산업_활동,부동산업_신생,부동산업_소멸,금융 및 보험업_활동,금융 및 보험업_신생,금융 및 보험업_소멸,정보통신업_활동,정보통신업_신생,정보통신업_소멸,숙박 및 음식점업_활동,숙박 및 음식점업_신생,숙박 및 음식점업_소멸,운수 및 창고업_활동,운수 및 창고업_신생,운수 및 창고업_소멸,도매 및 소매업_활동,도매 및 소매업_신생,도매 및 소매업_소멸,건설업_활동,건설업_신생,건설업_소멸,"수도, 하수 및 폐기물처리, 원료재생업_활동","수도, 하수 및 폐기물처리, 원료재생업_신생","수도, 하수 및 폐기물처리, 원료재생업_소멸","전기, 가스, 증기 및 공기조절 공급업_활동","전기, 가스, 증기 및 공기조절 공급업_신생","전기, 가스, 증기 및 공기조절 공급업_소멸",제조업_활동,제조업_신생,제조업_소멸,광업_활동,광업_신생,광업_소멸,총_인구,남성_인구,여성_인구,부채,자산(만원),농가수,어가수,백화점판매액,대형소매점,예금은행대출금액,예금액,지방세
2017,충청남도,2883,21,57544,116963,63631,28242,197168,1055,45,11,2,3089.0,877.0,801.0,1401.0,5100.0,1576.0,805555.0,92110.0,13976063,231187,36611,26908,3139647.0,2.2,11798,1764,1377,4818,1223,921,2518,200,123,5040,952,748,4727,1214,756,3695,544,303,37440,7042,4396,352,56,60,1010,212,147,39122,7758,6670,21065,2056,1443,54506,8190,6863,21471,2371,1367,548,51,27,2559,673,82,20406,2294,1605,112,11,20,2116770,1076270,1040500,5941.0,32173.0,125886.0,8598.0,,1709778.0,35278.9,22690.2,3433932.0
2017,전라남도,2797,19,49642,93233,70405,20710,75866,931,74,22,1,3089.0,731.0,783.0,1236.0,7551.0,1990.0,766231.0,109799.0,13688569,192084,27595,21912,2996396.0,2.0,9522,1468,1235,3390,768,628,2106,147,109,4086,751,647,2711,624,359,2909,366,271,21408,3737,2616,242,44,39,735,129,94,33833,6674,5925,23238,1609,1166,49404,7308,6244,19653,1604,973,510,49,35,4203,740,101,13491,1496,1357,643,81,113,1896424,948290,948134,4188.0,27383.0,146481.0,18871.0,,814118.0,21010.3,30995.6,2319014.0
2017,울산광역시,2566,4,32931,66016,41930,19571,33446,592,42,7,1,1729.0,501.0,409.0,704.0,3961.0,846.0,371300.0,26867.0,6948158,121588,18620,15370,3169771.0,1.5,6440,999,788,3038,698,528,1451,68,52,3894,721,556,2797,649,488,3184,464,620,21640,3686,2292,263,49,33,517,112,79,21008,4283,3881,12543,902,740,25509,4001,3453,9658,1044,796,243,22,19,73,11,5,9317,911,1040,13,0,0,1165132,599480,565652,7352.0,40766.0,12070.0,791.0,832284.0,1719438.0,26949.2,15899.4,1983863.0
2017,충청북도,2298,16,43530,84240,53770,18351,126957,847,39,11,1,2417.0,592.0,589.0,1060.0,4090.0,1326.0,581855.0,60881.0,10573419,182418,26974,21095,2888651.0,4.1,9185,1392,1165,4136,959,777,1925,132,95,4191,642,601,3558,807,472,2947,391,248,30010,5316,3605,305,56,47,830,157,106,30478,6008,5463,18488,1417,1060,41712,6107,5216,17335,1639,962,466,19,31,1393,347,60,15377,1570,1183,82,15,4,1594432,805091,789341,5195.0,30808.0,72811.0,,,1089241.0,23178.8,23823.3,2106205.0
2017,대전광역시,2224,15,44961,84240,52306,25067,143245,1057,45,9,1,3545.0,814.0,727.0,1222.0,6019.0,1737.0,479161.0,26994.0,8274122,166399,24582,19500,3071837.0,2.9,9032,1366,1092,4184,939,775,2457,135,106,4811,855,741,3429,750,538,4118,569,353,32429,4881,3301,429,62,62,1933,365,235,23939,4923,4508,16494,1227,963,41838,6256,5411,11113,1325,754,139,8,4,168,40,4,9882,881,651,4,0,2,1502227,750969,751258,6158.0,31149.0,9127.0,,1108465.0,2283320.0,31050.7,30601.9,1713620.0
2017,강원도,2223,18,41274,75722,50599,17438,129130,743,48,14,1,2629.0,645.0,505.0,967.0,5289.0,1007.0,586383.0,62109.0,9832254,177905,25527,20820,2804556.0,2.8,9695,1267,1141,4270,927,759,1766,119,76,4404,777,694,2971,621,422,2935,380,234,27822,4588,3320,342,74,62,859,168,126,39037,7139,6353,13165,967,812,41035,5690,5135,19425,1531,950,395,25,12,1103,426,22,8520,816,685,161,12,17,1550142,780635,769507,4153.0,28474.0,68750.0,2082.0,,1034526.0,17587.6,18707.2,1944969.0
2017,제주특별자치도,994,4,19603,38901,22422,5893,30144,412,7,6,0,1112.0,261.0,221.0,424.0,2467.0,594.0,221140.0,28629.0,7670794,87291,16833,10700,2456978.0,2.8,3939,594,431,1818,393,296,920,81,38,2050,352,303,2048,380,231,1695,303,148,17973,5257,2428,153,21,29,528,102,60,18697,4390,3337,7434,575,408,18378,2831,2218,8271,1167,528,114,14,10,332,70,7,2924,303,228,17,0,0,657083,330823,326260,5942.0,43068.0,32200.0,3966.0,,557094.0,14707.9,7735.5,1448695.0
2017,세종특별자치시,357,2,8602,20764,7639,5370,23562,147,1,0,0,239.0,105.0,86.0,149.0,142.0,122.0,104448.0,14360.0,2164838,26096,7069,3318,0.0,0.0,909,228,113,582,175,110,302,64,9,1031,463,225,510,188,80,536,133,64,9312,3212,1046,38,10,4,260,79,30,3502,942,662,1779,156,109,4164,988,640,1649,233,122,44,3,3,86,16,2,1387,179,99,5,0,0,280100,139734,140366,,,5918.0,,0.0,181938.0,7585.8,195344.5,665142.0
2018,경기도,20781,61,358438,752499,393008,189645,443895,6817,265,58,5,20355.0,5549.0,4226.0,8487.0,36593.0,10850.0,4169100.0,249635.0,73393515,1584941,254181,178541,3236256.0,4.3,68009,11832,7531,32453,6692,5428,16485,1212,662,41975,8953,6526,32565,7556,4749,36765,6248,3702,402400,79263,45578,3292,627,510,21708,4521,2769,174885,35215,29278,147822,13754,9321,331411,49364,42118,97762,13404,8624,2608,300,125,2222,706,60,172492,14533,11552,87,1,8,13077153,6577501,6499652,9850.0,45940.0,113288.0,643.0,6056987.0,15971989.0,350553.6,23680.4,22807183.0
2018,서울특별시,14080,48,216330,424800,259554,85213,560944,8372,223,45,13,29378.0,7175.0,4816.0,9106.0,47763.0,8994.0,2894078.0,93867.0,38005651,1372076,194628,146325,3563940.0,3.4,53390,7851,5935,28323,5198,4752,19436,1239,836,33475,6080,4724,29940,4819,3197,69198,10781,6303,386209,60871,36929,11933,1700,1857,47703,7903,4856,144101,25004,22262,84097,8588,6498,325526,41812,38117,62920,6459,4422,510,40,22,480,121,29,74787,6157,5579,48,5,7,9765623,4773899,4991724,10073.0,60714.0,3130.0,,12646197.0,19321882.0,607389.3,728762.8,20695311.0
2018,경상남도,5976,21,90851,191016,90667,51276,115431,1620,139,23,2,5392.0,1338.0,1213.0,2076.0,12862.0,3193.0,1226708.0,131870.0,21770014,379700,52830,43544,3054555.0,3.8,18916,2911,1961,6897,1313,1160,3990,253,163,10405,1929,1673,8306,1909,1506,7921,1112,922,60945,8834,6432,634,83,104,1442,238,187,65910,12541,11146,33580,2394,1841,83046,11003,10460,28889,2880,1983,864,89,40,1731,561,43,46138,4772,3914,86,8,9,3373988,1697412,1676576,6728.0,33042.0,122953.0,7730.0,902984.0,2629056.0,76526.6,9305.7,4616070.0
2018,부산광역시,4666,22,77021,152775,84916,44361,245402,2342,137,25,4,7852.0,1739.0,1655.0,2701.0,16696.0,3852.0,1220782.0,99458.0,17380896,412641,53937,43857,2962069.0,6.3,20207,2904,1945,7447,1301,1233,5559,365,204,10104,1929,1486,8968,1742,1203,9861,1384,979,81483,12545,8368,1291,199,209,2853,482,355,54278,10193,8990,49930,2985,2844,100403,12472,11702,23499,2662,1867,507,41,22,150,35,6,36089,2697,2443,12,1,1,3441453,1692421,1749032,6096.0,35272.0,7487.0,1858.0,2933155.0,5321690.0,113616.7,80983.6,4935112.0
2018,대구광역시,3901,11,66165,125160,78245,38475,118165,1760,108,10,5,5721.0,1313.0,1103.0,2027.0,10541.0,2696.0,792998.0,40861.0,14583073,288468,37788,30665,2766527.0,5.0,13956,2279,1514,5804,1049,927,4121,215,127,8482,1619,1232,5602,1157,813,6416,815,488,52808,7804,4988,809,106,110,2069,347,256,37681,7193,6450,30108,1975,1682,70793,9007,8753,17312,1885,1289,360,30,17,305,74,10,31835,2230,2008,7,3,1,2461769,1219342,1242427,7670.0,43053.0,15833.0,,2239553.0,3979998.0,74462.0,48437.4,3227882.0
2018,인천광역시,3702,7,76565,158871,102461,42324,68441,1529,62,16,3,4893.0,1250.0,945.0,1856.0,10355.0,2874.0,997959.0,64927.0,20097823,321747,52435,37431,3013149.0,3.4,15364,2737,1844,7523,1692,1399,3638,254,146,7988,1754,1202,6851,1564,1060,6569,1147,675,72805,13833,7715,823,168,148,3059,653,409,40163,8301,6984,29918,3187,2149,72229,11223,9718,21794,3229,1883,562,64,30,204,47,8,32234,2578,2058,23,4,3,2954642,1481844,1472798,7065.0,33800.0,11440.0,1965.0,774552.0,2699571.0,85660.7,44338.0,4465821.0
2018,전라북도,3938,19,50859,97606,62354,24297,120766,1153,77,11,2,3619.0,909.0,928.0,1411.0,7329.0,2101.0,712850.0,86732.0,11461086,201013,28463,21341,2901251.0,5.5,10554,1562,1091,3820,786,692,2637,164,93,5573,971,795,3620,716,506,3810,519,303,26988,3922,2587,340,74,48,900,177,107,30280,5874,5163,20719,1471,1203,49906,6490,6126,19122,1948,1242,413,46,22,8723,2336,219,13525,1391,1136,83,16,8,1836832,913297,923535,4376.0,27539.0,94935.0,2924.0,,1105829.0,29107.6,22167.1,2039943.0
2018,경상북도,3540,33,63540,129290,77945,38961,195774,1282,76,20,0,3619.0,917.0,985.0,1598.0,8921.0,2227.0,1060505.0,136805.0,17878739,302289,39962,33296,3151486.0,5.5,15408,2140,1494,5827,1058,982,2973,172,125,7107,1309,1228,5483,1122,898,4612,568,360,40658,6022,4265,483,62,70,1272,213,146,52277,9480,8496,31179,2197,1809,68573,8567,8629,28674,2571,1744,898,101,53,3148,1002,69,33529,3358,2906,188,20,22,2676831,1346689,1330142,5082.0,32255.0,176385.0,2639.0,,1401874.0,40939.9,43841.2,3634277.0
2018,광주광역시,3402,17,45437,88622,53891,24609,111046,933,78,20,2,3547.0,978.0,697.0,1238.0,7990.0,2017.0,514767.0,37220.0,8351445,164928,25624,19121,2803147.0,2.6,9395,1629,1181,3853,815,725,2434,193,138,5527,968,803,3461,669,471,4101,635,389,28190,4682,2779,543,93,81,1260,229,165,23053,4911,4477,17331,2587,949,41329,5652,5280,12700,1422,835,187,14,8,1039,164,34,10507,959,804,18,2,2,1459336,722581,736755,4785.0,32369.0,10380.0,,906047.0,1717370.0,33475.5,24104.4,1845600.0
2018,충청남도,2961,21,56595,120152,58249,27991,191722,1062,45,11,2,3114.0,893.0,810.0,1409.0,5284.0,1658.0,835752.0,106443.0,13976063,239893,36374,27676,3246198.0,3.4,12379,1936,1319,4919,1047,888,2560,187,131,5376,1105,857,5254,1280,974,3940,536,329,40314,7315,4470,357,64,56,1108,239,164,39902,7740,6849,21504,1931,1444,54691,7340,6749,22260,2234,1531,584,64,38,3621,1138,119,21021,2206,1747,103,12,11,2126282,1082009,1044273,5590.0,30923.0,123480.0,8473.0,,1709003.0,36232.6,27566.9,3507758.0
2018,전라남도,2691,19,47270,94134,65509,19670,74338,943,74,23,1,3086.0,744.0,801.0,1281.0,8051.0,2077.0,777966.0,118648.0,13688569,196936,27300,20777,3145992.0,5.0,9824,1516,1054,3416,678,583,2151,160,90,4223,790,637,3115,724,482,3083,431,246,22874,4091,2295,251,50,30,807,156,79,33882,6142,5494,23375,1571,1238,49024,6157,5853,20731,1941,1086,521,49,29,5324,1204,163,13726,1555,1259,609,85,159,1882970,943000,939970,4561.0,29253.0,145223.0,18506.0,,780501.0,22228.8,32334.2,2392217.0
2018,울산광역시,2586,4,31906,67290,37687,18545,32602,604,41,8,0,1726.0,502.0,404.0,701.0,4003.0,882.0,379741.0,29265.0,6948158,122855,17485,15324,3279013.0,3.4,6677,1046,770,3048,575,552,1479,76,58,4026,696,635,2914,610,490,2957,425,426,22479,3224,2390,258,32,44,549,109,88,20983,4040,3754,12664,905,692,25315,3491,3490,9700,972,816,249,25,15,92,20,5,9451,1238,1096,14,1,3,1155623,593819,561804,7568.0,43436.0,11772.0,739.0,797891.0,1641283.0,27620.7,15886.4,1946957.0
2018,충청북도,2249,17,41869,85344,49332,17568,123135,865,39,12,1,2472.0,611.0,618.0,1093.0,4382.0,1478.0,607686.0,74757.0,10573419,186439,25517,20128,3035381.0,5.1,9413,1415,958,4123,812,761,1944,120,72,4372,775,600,4045,943,609,3172,462,275,30626,4314,3048,307,48,47,883,157,128,30766,5907,5153,18665,1291,1084,41789,5479,5009,18133,1727,1104,477,42,24,1789,416,47,15850,1601,1200,85,8,9,1599252,808971,790281,5112.0,31201.0,70874.0,,,1085155.0,25028.7,24605.0,2281543.0
2018,대전광역시,2223,15,42675,83453,48369,24012,141291,1068,49,9,1,3629.0,841.0,728.0,1247.0,6274.0,1867.0,486764.0,29900.0,8274122,169835,23752,19246,3189820.0,3.8,9453,1547,1068,4163,813,775,2473,143,104,4998,931,758,3678,782,540,4402,632,405,33643,4668,3135,441,77,64,2049,359,264,23928,4644,4178,16716,1195,1055,41800,5677,5301,11682,1397,930,148,14,9,210,33,6,10049,840,654,2,0,0,1489936,744338,745598,6675.0,33924.0,8852.0,,1110360.0,2217522.0,33252.0,30908.9,1735655.0
2018,강원도,2200,18,39391,75412,46727,16561,125143,761,45,14,1,2661.0,649.0,508.0,987.0,5509.0,1059.0,603644.0,72384.0,9832254,183161,26326,19998,2931838.0,4.5,9878,1302,952,4248,771,740,1788,111,78,4421,702,702,3171,615,433,3120,380,237,31005,6484,3282,342,58,55,919,175,123,39267,6712,5985,13287,926,770,40463,4866,4980,20193,1648,961,415,35,15,1872,754,37,8613,772,634,159,15,14,1543052,776456,766596,4508.0,31791.0,67809.0,2004.0,,1025147.0,19200.5,19412.9,2057307.0
2018,제주특별자치도,1017,4,19306,40096,21088,6097,30055,436,7,6,0,1137.0,273.0,223.0,452.0,2590.0,642.0,233068.0,32603.0,7670794,92637,15938,11039,2584690.0,5.2,4169,656,394,1933,412,291,960,78,25,2160,416,327,2267,442,300,1888,334,164,19672,4004,2418,160,33,22,619,121,94,19901,4586,3371,7580,555,388,18888,2744,2304,8800,1074,689,116,10,7,490,161,11,3016,312,234,18,0,0,667191,335719,331472,6466.0,48972.0,31208.0,4013.0,,539964.0,16633.8,11864.7,1458970.0
2018,세종특별자치시,499,3,10070,24865,8574,6393,23165,171,0,0,0,270.0,111.0,99.0,167.0,171.0,155.0,118959.0,14242.0,2164838,30225,7212,3774,0.0,0.0,1137,320,142,605,133,109,346,57,9,1308,496,256,599,162,105,660,166,73,11398,3073,1295,39,6,2,327,76,34,3882,1059,639,1908,230,138,4544,962,685,1806,222,137,51,8,3,136,49,6,1473,192,141,6,1,0,314126,156831,157295,10254.0,54717.0,5789.0,,0.0,273388.0,8351.6,206787.8,670652.0
2019,경기도,21145,61,353032,769744,364168,176782,437390,7065,277,59,5,21210.0,5788.0,4512.0,8797.0,39694.0,11722.0,4354776.0,278815.0,73393515,1678685,273263,192192,3384598.0,4.6,73957,13491,8340,33584,6967,5612,17045,1330,623,45313,10026,7022,35181,7214,5286,41340,7765,4171,440332,84559,54493,3569,735,601,25081,5789,3055,181504,37416,29142,153068,14823,10594,342305,52700,42502,104331,14471,8806,2785,299,140,3642,1355,125,175555,14310,11669,93,13,11,13239666,6659995,6579671,10217.0,47546.0,109470.0,581.0,6088898.0,15889947.0,376464.3,25501.3,24138048.0
2019,서울특별시,14044,48,207413,422293,236689,78009,562971,8628,228,44,13,30359.0,7308.0,5018.0,9385.0,52727.0,10064.0,2953964.0,93402.0,38005651,1416145,203968,157419,3704202.0,3.9,55500,8402,6014,28726,5436,4550,19755,1317,751,35115,6522,4826,31284,4831,3729,73680,11388,6577,408881,61772,43168,10835,1839,1382,50625,8198,4590,145418,25111,21487,90192,12808,13501,325424,42897,36709,64627,6903,4621,525,42,22,634,167,30,74877,6329,5459,47,6,3,9729107,4744059,4985048,10635.0,64240.0,2851.0,,13046293.0,19467389.0,641634.1,791160.6,22268213.0
2019,경상남도,5972,21,88668,194606,82132,49068,111845,1639,138,24,2,5532.0,1370.0,1257.0,2132.0,13972.0,3481.0,1266739.0,147173.0,21770014,390210,55203,43808,3190336.0,4.4,20232,3291,2142,7103,1444,1258,4037,237,148,10897,2181,1636,8626,1826,1466,8367,1329,869,63362,8909,7561,636,101,74,1552,292,167,67043,12732,10721,34364,2596,1845,83557,11406,10043,29643,2956,1942,902,85,45,2873,1101,70,46932,4711,3814,84,6,7,3362553,1692032,1670521,6804.0,32049.0,122083.0,7662.0,910370.0,2537443.0,78235.3,9847.4,5098712.0
2019,부산광역시,4790,22,73338,155589,78401,42240,238814,2384,142,25,4,8008.0,1757.0,1691.0,2795.0,18514.0,4263.0,1249757.0,109651.0,17380896,425613,59057,46120,3050186.0,3.0,21545,3345,2350,7451,1323,1296,5652,334,165,10741,2169,1522,9250,1546,1223,10430,1573,964,87182,14441,10194,1264,203,168,3064,589,367,55589,10664,8669,50979,3721,2945,101317,13569,11817,24156,2741,1874,530,42,29,195,46,7,36258,2750,2529,10,1,1,3413841,1675417,1738424,6217.0,35781.0,7314.0,1810.0,3090218.0,5413119.0,120127.2,90142.9,5191892.0
2019,대구광역시,3948,11,62539,126122,70945,36185,116125,1803,109,11,5,5908.0,1330.0,1146.0,2083.0,12557.0,3063.0,800340.0,40721.0,14583073,296026,39971,31954,2908433.0,5.1,14984,2565,1597,5950,1117,985,4212,238,137,8959,1717,1352,5686,903,827,6806,902,547,55658,7992,6234,847,152,118,2154,358,233,38829,7860,6652,30416,2163,1651,71064,9712,8310,17756,1968,1278,380,36,18,477,135,11,31841,2151,2002,7,2,2,2438031,1205286,1232745,7546.0,41818.0,15747.0,,2307724.0,3986016.0,80062.2,52113.4,3476077.0
2019,인천광역시,3747,7,74458,160853,93849,39373,67980,1573,62,16,3,5071.0,1298.0,997.0,1915.0,11639.0,3161.0,1019365.0,66695.0,20097823,349166,66264,44121,3121843.0,3.6,16594,3115,2066,7710,1686,1459,3746,251,147,8628,1883,1428,7280,1520,1165,7260,1346,806,84059,19140,12905,865,176,156,3365,686,456,41564,8686,6818,37998,10101,2710,73512,11826,9854,22995,3132,1983,618,80,33,329,117,7,32622,2518,2128,21,1,0,2957026,1482249,1474777,7277.0,35159.0,11321.0,1879.0,,2378313.0,92157.9,46757.3,4809476.0
2019,전라북도,3865,19,48648,97731,56769,22025,118227,1165,74,11,2,3689.0,917.0,934.0,1427.0,7652.0,2202.0,724524.0,91138.0,11461086,211967,33252,22522,2992628.0,3.1,11290,1876,1180,3978,900,721,2692,160,110,5832,1095,902,3800,678,541,4141,621,348,28844,4406,3178,416,118,80,1017,218,132,31283,6353,5126,21172,1769,1186,50215,6946,6165,20184,2418,1294,445,53,20,12530,4012,287,14042,1619,1244,86,10,8,1818917,904110,914807,4973.0,28877.0,94735.0,2951.0,,1026389.0,30488.3,23693.8,2292195.0
2019,경상북도,3542,33,61393,131374,71272,36723,189481,1292,74,20,0,3662.0,957.0,1027.0,1625.0,9577.0,2317.0,1081216.0,143560.0,17878739,311422,43204,33902,3262945.0,3.5,16486,2558,1787,5947,1129,1037,3032,200,124,7290,1438,1234,5583,1017,881,4928,678,402,42664,6240,5027,491,75,71,1380,256,164,53384,9889,8296,31501,2321,1773,68791,9159,8312,29511,2688,1668,953,111,41,5144,1959,127,34136,3452,2935,201,34,23,2665836,1342037,1323799,5067.0,31316.0,174917.0,2568.0,,1328605.0,43118.9,47388.8,3922794.0
2019,광주광역시,3472,17,43068,88990,49048,23252,109105,948,80,21,2,3658.0,1009.0,723.0,1276.0,8949.0,2220.0,526161.0,39625.0,8351445,171046,26072,20168,2942622.0,5.0,10069,1885,1261,3985,908,799,2470,189,112,5804,1068,948,3602,609,512,4397,672,356,30338,4966,3627,563,102,66,1328,260,166,23573,5169,4460,18077,1716,1141,41178,5575,5013,13499,1658,867,197,16,8,1340,297,36,10605,977,794,21,5,2,1456468,720740,735728,5003.0,34387.0,10238.0,,883421.0,1663445.0,36888.6,25261.5,2027885.0
2019,충청남도,2923,21,56031,122424,52755,26671,187859,1074,44,11,2,3198.0,924.0,836.0,1444.0,5940.0,1780.0,850525.0,107609.0,13976063,250195,38628,27463,3372295.0,3.9,13250,2191,1384,5062,1079,914,2557,147,112,5800,1284,966,5303,1051,847,4286,642,366,42695,6885,4755,367,70,66,1227,262,155,40653,7821,6429,22012,2041,1481,55512,7776,6570,22963,2391,1454,644,97,30,6133,2593,187,21620,2281,1734,111,17,13,2123709,1081938,1041771,5225.0,29534.0,119903.0,8136.0,,1660244.0,37360.9,36495.5,3560335.0
2019,전라남도,2703,19,45663,94952,60433,18682,72187,944,78,22,1,3128.0,767.0,830.0,1304.0,8539.0,2207.0,787816.0,121767.0,13688569,207370,31786,22044,3235215.0,2.8,10626,1847,1191,3561,741,592,2174,131,75,4478,904,798,3258,623,502,3412,572,258,25613,4962,3260,270,43,59,931,183,94,34689,6611,5194,23852,1833,1336,49561,6796,5811,21987,2271,1201,556,59,24,7485,2306,244,14387,1824,1281,530,80,124,1868745,937674,931071,4765.0,30196.0,143798.0,18680.0,,765325.0,23785.6,34777.2,2714787.0
2019,울산광역시,2540,4,30935,68512,33866,17266,32248,609,43,8,0,1754.0,504.0,410.0,724.0,4612.0,946.0,391596.0,33114.0,6948158,124994,18373,15227,3377777.0,3.0,7122,1238,759,3027,551,563,1489,76,49,4135,786,655,2885,479,432,2997,467,364,23628,3604,2896,264,46,22,559,106,63,21273,4205,3706,12836,949,744,25066,3486,3244,9747,1059,821,253,21,14,151,55,3,9549,1244,890,13,1,2,1148019,589712,558307,6672.0,39305.0,11478.0,726.0,779733.0,1601664.0,28495.1,16646.3,2040650.0
2019,충청북도,2230,17,40839,86709,44895,16629,118816,891,37,12,1,2529.0,634.0,639.0,1110.0,4767.0,1579.0,625957.0,77520.0,10573419,194971,29192,21233,3142720.0,3.5,10153,1707,1097,4215,906,734,1978,117,59,4588,834,737,4202,799,610,3355,453,251,32941,5391,3646,321,62,58,926,177,103,31578,6230,5149,18988,1414,1074,42507,5918,5161,18842,1865,1159,506,49,26,3349,1540,115,16432,1717,1246,90,13,8,1600007,810384,789623,5195.0,31152.0,70735.0,,,1047462.0,26399.9,25555.5,2573152.0
2019,대전광역시,2201,15,40732,82743,44053,22898,138739,1078,51,9,1,3726.0,852.0,741.0,1262.0,7153.0,2012.0,492797.0,29640.0,8274122,175607,25967,20230,3287005.0,3.0,9951,1605,1085,4174,831,706,2515,159,97,5218,1009,906,3743,624,500,4692,713,394,36264,5926,4318,465,90,74,2242,458,242,24400,4852,4061,17100,1459,1074,42006,5833,5212,12136,1457,866,155,16,8,281,64,5,10260,869,682,5,2,0,1474870,736607,738263,6763.0,35692.0,8920.0,,1128107.0,2160064.0,35318.1,33905.4,1991017.0
2019,강원도,2182,18,37701,75617,42570,15388,122703,769,45,14,1,2719.0,669.0,528.0,1005.0,6043.0,1151.0,627376.0,84382.0,9832254,190426,27969,20767,3049958.0,4.0,10591,1640,1164,4301,807,734,1826,115,75,4574,870,744,3348,604,472,3383,485,255,33047,5497,3933,345,61,48,983,186,142,40147,7211,5973,13602,1034,734,40439,5238,4554,21044,1882,1034,429,34,24,3191,1289,141,9019,1005,729,157,11,11,1541502,775386,766116,4924.0,34879.0,66659.0,1870.0,,994061.0,20991.4,21582.6,2168668.0
2019,제주특별자치도,1026,4,18899,41068,19707,6181,29634,448,7,6,0,1175.0,281.0,238.0,477.0,2738.0,666.0,241788.0,36566.0,7670794,98425,16898,12834,2710704.0,4.9,4510,749,462,2022,384,310,994,68,33,2356,520,348,2368,409,341,2065,330,170,21935,4517,3819,171,29,13,647,120,87,21046,4653,3444,7972,728,528,19267,2758,2255,9050,1025,736,126,19,10,713,224,14,3165,365,264,18,0,0,670989,337345,333644,7289.0,50459.0,31111.0,4046.0,,504479.0,18281.1,11646.8,1519568.0
2019,세종특별자치시,607,3,11202,27892,9475,6541,22734,181,0,1,0,302.0,121.0,103.0,180.0,220.0,183.0,132257.0,16437.0,2164838,34276,7712,4389,0.0,0.0,1308,310,167,635,147,122,396,54,20,1583,526,287,667,159,100,786,187,88,13429,3264,1616,51,15,7,434,115,50,4319,1128,767,1950,190,112,4981,1080,744,1955,281,148,55,7,5,190,54,5,1530,195,150,7,0,1,340575,169845,170730,10145.0,58784.0,5878.0,,0.0,387151.0,8803.9,223043.4,666939.0
2020,경기도,21716,61,362917,761731,350199,169686,433276,7257,288,62,5,22173.0,5983.0,4674.0,9037.0,43922.0,12724.0,4495115.0,272358.0,73393515,1784184,299179,198673,3467004.0,2.4,77741,12260,8777,33355,6011,5637,17493,1134,635,47776,9625,6554,38349,9286,5615,47825,9853,4753,482682,97751,58163,3725,718,541,30066,7614,3503,185498,35475,28312,157307,14853,10740,364080,63145,45886,111209,15244,8572,2954,280,157,4957,1283,183,179078,14639,10638,89,8,7,13427014,6754469,6672545,10213.0,48437.0,120979.0,561.0,5351854.0,15842625.0,419831.8,24939.5,25801039.0
2020,서울특별시,13992,48,207081,409536,224316,74657,563889,8884,230,43,13,31140.0,7368.0,5073.0,9516.0,54778.0,10622.0,3015371.0,96629.0,38005651,1461274,216971,167815,3745761.0,1.1,56747,7729,6318,28286,4661,4504,20064,1196,707,36491,6496,4490,32564,5708,4381,79148,12625,6964,437586,73517,48754,11097,1773,1530,54756,9034,5009,144760,23016,21155,83120,7744,15395,333691,49581,39156,66195,6934,4251,548,47,19,747,132,38,75430,6775,5136,44,3,8,9668465,4701723,4966742,11077.0,67839.0,8418.0,,11969440.0,18641029.0,726164.1,898371.8,25531987.0
2020,경상남도,5972,21,91164,190849,76573,47191,107580,1657,140,23,2,5619.0,1406.0,1291.0,2192.0,14576.0,3673.0,1296944.0,150982.0,21770014,403797,58729,45268,3260329.0,2.2,21223,3176,2337,6929,1155,1185,4074,197,159,11810,2558,1600,8701,1933,1544,8753,1233,1075,68073,12314,8704,684,123,115,1783,386,187,68287,12322,10652,35193,2569,1895,85322,12160,10178,30665,3137,1805,944,79,45,4140,1286,130,47130,4090,3648,86,11,9,3340216,1681423,1658793,7067.0,31511.0,120768.0,7311.0,748723.0,2420259.0,82937.6,10308.9,5731861.0
