"경제활동별(1)","시점","시도별(1)",실질
"지역내총생산(시장가격)","2018","강원도",44574334
"지역내총생산(시장가격)","2018","충청북도",65830010
"지역내총생산(시장가격)","2018","충청남도",110873163
"지역내총생산(시장가격)","2018","전라북도",48350793
"지역내총생산(시장가격)","2018","전라남도",72888289
"지역내총생산(시장가격)","2018","경상북도",103149107
"지역내총생산(시장가격)","2018","경상남도",107224316
"지역내총생산(시장가격)","2018","제주특별자치도",18968300
"지역내총생산(시장가격)","2019","서울특별시",414092568
"지역내총생산(시장가격)","2019","부산광역시",89105372
"지역내총생산(시장가격)","2019","대구광역시",54762237
"지역내총생산(시장가격)","2019","인천광역시",87963593
"지역내총생산(시장가격)","2019","광주광역시",39624032
"지역내총생산(시장가격)","2019","대전광역시",40684092
"지역내총생산(시장가격)","2019","울산광역시",72024599
"지역내총생산(시장가격)","2019","세종특별자치시",11091040
"지역내총생산(시장가격)","2019","경기도",462288338
"지역내총생산(시장가격)","2019","강원도",46064137
"지역내총생산(시장가격)","2019","충청북도",66927772
"지역내총생산(시장가격)","2019","충청남도",112310782
"지역내총생산(시장가격)","2019","전라북도",49506041
"지역내총생산(시장가격)","2019","전라남도",74618019
"지역내총생산(시장가격)","2019","경상북도",104417627
"지역내총생산(시장가격)","2019","경상남도",109370902
"지역내총생산(시장가격)","2019","제주특별자치도",19186190
"지역내총생산(시장가격)","2020","서울특별시",417638547
"지역내총생산(시장가격)","2020","부산광역시",85962709
"지역내총생산(시장가격)","2020","대구광역시",53668577
"지역내총생산(시장가격)","2020","인천광역시",84907539
"지역내총생산(시장가격)","2020","광주광역시",39530642
"지역내총생산(시장가격)","2020","대전광역시",41208249
"지역내총생산(시장가격)","2020","울산광역시",67136435
"지역내총생산(시장가격)","2020","세종특별자치시",11647981
"지역내총생산(시장가격)","2020","경기도",470022670
"지역내총생산(시장가격)","2020","강원도",44829136
"지역내총생산(시장가격)","2020","충청북도",65926194
"지역내총생산(시장가격)","2020","충청남도",112762058
"지역내총생산(시장가격)","2020","전라북도",49116252
"지역내총생산(시장가격)","2020","전라남도",74972494
"지역내총생산(시장가격)","2020","경상북도",101370158
"지역내총생산(시장가격)","2020","경상남도",103425415
"지역내총생산(시장가격)","2020","제주특별자치도",17957495
"지역내총생산(시장가격)","2021 p)","서울특별시",432406018
"지역내총생산(시장가격)","2021 p)","부산광역시",87906722
"지역내총생산(시장가격)","2021 p)","대구광역시",56026338
"지역내총생산(시장가격)","2021 p)","인천광역시",89984023
"지역내총생산(시장가격)","2021 p)","광주광역시",41118247
"지역내총생산(시장가격)","2021 p)","대전광역시",42368245
"지역내총생산(시장가격)","2021 p)","울산광역시",69621279
"지역내총생산(시장가격)","2021 p)","세종특별자치시",12489323
"지역내총생산(시장가격)","2021 p)","경기도",496672331
"지역내총생산(시장가격)","2021 p)","강원도",46476220
"지역내총생산(시장가격)","2021 p)","충청북도",70139551
"지역내총생산(시장가격)","2021 p)","충청남도",118002148
"지역내총생산(시장가격)","2021 p)","전라북도",50398818
"지역내총생산(시장가격)","2021 p)","전라남도",77027126
"지역내총생산(시장가격)","2021 p)","경상북도",104960491
"지역내총생산(시장가격)","2021 p)","경상남도",105347557
"지역내총생산(시장가격)","2021 p)","제주특별자치도",18175224
