시군구,년도,principal_col,cluster_id,pred_cluster
은평구,2020,0.1438179731321027,0.33,0.3986576516374516
은평구,2021,0.058112170055481006,0.33,0.46310796189891645
서대문구,2013,-0.27196851950729944,0.67,0.7113268932893676
서대문구,2014,-0.27321454884888263,0.67,0.71226390075884
서대문구,2015,-0.2623902549660774,0.67,0.70412408905339
서대문구,2016,-0.2523026097006222,0.67,0.6965382332090087
서대문구,2017,-0.28181354045370544,0.67,0.7187302969300665
서대문구,2018,-0.31559788060256816,0.67,0.7441359418970291
서대문구,2019,-0.3436138362247636,0.67,0.7652037922327606
서대문구,2020,-0.3022833852472474,0.67,0.7341235118652134
서대문구,2021,-0.34974681706261573,0.67,0.7698157613601464
마포구,2013,0.06416570850981274,0.33,0.45855573302343894
마포구,2014,0.09330373492577743,0.33,0.4366440913900623
마포구,2015,0.15177499323851462,0.33,0.39267401463498997
마포구,2016,0.14066072526638979,0.33,0.4010318853207371
마포구,2017,0.030050258891222495,0.33,0.4842103705590305
마포구,2018,-0.0038920605133944616,0.67,0.5097348150901152
마포구,2019,-0.02973256137392111,0.67,0.5291667349600415
마포구,2020,-0.0047873022739089305,0.33,0.510408032155389
마포구,2021,-0.04790130830575367,0.67,0.5428295364831983
양천구,2013,0.22866915154513587,0.33,0.33485001459936387
양천구,2014,0.23376789917504573,0.33,0.33101578337001747
양천구,2015,0.226449993840098,0.33,0.336518809447257
양천구,2016,0.23158257544252997,0.33,0.3326591352496616
양천구,2017,0.12945633064027584,0.67,0.40945753077323166
양천구,2018,0.08451633908957397,0.67,0.44325216654603855
양천구,2019,0.030458256715705918,0.67,0.4839035583546054
양천구,2020,0.06573735966203384,0.33,0.45737385967592614
양천구,2021,0.017283504119687407,0.67,0.4938109025711028
강서구,2013,0.5784008363989388,0.33,0.07185363876538176
강서구,2014,0.6497747876521152,0.0,0.018180805214759954
강서구,2015,0.6720302032920658,0.0,0.0014448504543764784
강서구,2016,0.6319571962234795,0.0,0.0315795396582253
강서구,2017,0.5424110328449829,0.33,0.09891778053916489
강서구,2018,0.5169748369859801,0.0,0.1180456651879851
강서구,2019,0.4750259256846458,0.33,0.14959102444545114
강서구,2020,0.5027902990179188,0.0,0.12871236265933111
강서구,2021,0.42503412467287816,0.0,0.1871845941930837
구로구,2013,0.14912684791113617,0.67,0.39466540590419497
구로구,2014,0.13628913036798931,0.33,0.40431930154490403
구로구,2015,0.11594020507915424,0.33,0.41962158565255425
구로구,2016,0.055465306436449,0.67,0.46509838933022923
구로구,2017,-0.013995764659188642,0.67,0.5173327471275097
구로구,2018,-0.05714531299956969,0.67,0.5497809790832081
구로구,2019,-0.06388909380621569,0.67,0.5548522665540819
구로구,2020,-0.02028615507433429,0.33,0.5220630874238306
구로구,2021,-0.07716654167326666,0.67,0.5648368370708161
금천구,2013,-0.39996206648217486,1.0,0.8075773631276961
금천구,2014,-0.39289221730463997,1.0,0.802260873967837
금천구,2015,-0.40539198099745904,1.0,0.8116606301019339
금천구,2016,-0.4291093706829504,1.0,0.829495981606142
금천구,2017,-0.4275349140416686,1.0,0.8283119985457054
금천구,2018,-0.44024645142659796,1.0,0.837871007375323
금천구,2019,-0.458369346745614,1.0,0.8514993287283406
금천구,2020,-0.4513243914399053,1.0,0.8462015596283281
금천구,2021,-0.46955558000167785,1.0,0.8599113169266881
영등포구,2013,0.07587387591716205,0.33,0.44975125310599134
영등포구,2014,0.0754616252762708,0.33,0.4500612634058444
영등포구,2015,0.0934679247692469,0.33,0.43652062149685184
영등포구,2016,0.10010279655070725,0.33,0.4315312330364478
영등포구,2017,0.01816478934257088,0.33,0.49314818074825373
영등포구,2018,-0.02056985264729773,0.67,0.5222764264970502
영등포구,2019,-0.04879283676260053,0.67,0.5434999611637691
영등포구,2020,-0.018554763411576202,0.33,0.5207610900579216
영등포구,2021,-0.05249515340635395,0.67,0.5462840836830198
동작구,2013,0.018687623549053154,0.33,0.4927550121924097
동작구,2014,0.03064704500815978,0.33,0.48376159055796153
동작구,2015,0.06061560781937038,0.33,0.461225389951499
동작구,2016,-0.02566384338029874,0.33,0.5261070805651001
동작구,2017,-0.06565799338052038,0.33,0.5561824696709395
동작구,2018,-0.10574471245447917,0.33,0.586327470230249
동작구,2019,-0.1525362705071849,0.67,0.6215144742119764
동작구,2020,-0.12430343757638926,0.33,0.600283533288138
동작구,2021,-0.15089090280280748,0.33,0.6202771664074335
관악구,2013,0.3114147657261577,0.0,0.27262575071871864
관악구,2014,0.31045596480985893,0.0,0.2733467639327152
관악구,2015,0.32187067912721434,0.0,0.26476295918565695
관악구,2016,0.26018178602699155,0.0,0.3111526802695519
관악구,2017,0.19107344599925621,0.0,0.36312178617082197
관악구,2018,0.16926228954449035,0.0,0.37952366037546914
관악구,2019,0.13553778613147593,0.0,0.40488430843379764
관악구,2020,0.1553355759756453,0.0,0.3899964752633032
관악구,2021,0.09403368814322177,0.0,0.43609517043428314
서초구,2013,0.26495275050788225,0.33,0.30756494023326825
서초구,2014,0.24261448162626184,0.33,0.32436320019283427
서초구,2015,0.28898444667684536,0.33,0.28949323191715526
서초구,2016,0.2032541108656187,0.33,0.353961990665188
서초구,2017,0.1516750683592248,0.33,0.39274915761530027
서초구,2018,0.1878126730338634,0.33,0.36557387018109466
서초구,2019,0.07215788334982172,0.33,0.452545659847391
서초구,2020,0.1256588331324009,0.33,0.41231322879849686
서초구,2021,0.1875813602313236,0.33,0.36574781618423535
강남구,2013,0.7052552051824142,0.0,-0.023540175102834904
강남구,2014,0.7526933721050459,0.0,-0.059213425532160247
강남구,2015,0.8711202836548074,0.0,-0.14826983616827005
강남구,2016,0.7969046496287152,0.0,-0.09246007221381847
강남구,2017,0.7310954799275877,0.0,-0.0429719249352124
강남구,2018,0.699290445370673,0.0,-0.01905470729666825
강남구,2019,0.5933667435534754,0.0,0.06059935580169684
강남구,2020,0.5791593430210131,0.0,0.0712832458004578
강남구,2021,0.5582117315026772,0.0,0.08703573878376725
송파구,2013,0.8587053761381961,0.0,-0.1389338914295264
송파구,2014,0.8800390895813465,0.0,-0.1549767310166077
송파구,2015,0.8680832410318301,0.0,-0.14598599619125951
송파구,2016,0.8606016345922829,0.0,-0.14035986774985276
송파구,2017,0.7945822399520186,0.0,-0.09071363242976427
송파구,2018,0.7381916647997144,0.0,-0.048308218398006364
송파구,2019,0.8252483668624614,0.0,-0.11377439754655039
송파구,2020,0.7703640210127454,0.0,-0.07250165997766767
송파구,2021,0.7319752948757431,0.0,-0.04363354111924833
강동구,2013,0.2563975532954536,0.33,0.3139984032532239
강동구,2014,0.25846321336912403,0.33,0.3124450378116358
강동구,2015,0.35372603323549595,0.0,0.24080790151083298
강동구,2016,0.2342161303585903,0.33,0.3306787158925389
강동구,2017,0.2554529387865593,0.0,0.31470874836394286
강동구,2018,0.09414709670251951,0.33,0.4360098877979777
강동구,2019,0.06500419247999259,0.33,0.4579251975160703
강동구,2020,0.1572867610138697,0.33,0.388529194442439
강동구,2021,0.19151097155003277,0.33,0.36279276927251863
