,총인구,전출인구,출생아수,산부인과의원수,초등학교수
141,0.8479299391828166,0.6765320944031811,0.6053352822949023,0.24,0.7999999999999999
142,0.8269510824591391,0.8260690408249461,0.5147085693403984,0.26,0.7666666666666667
143,0.8163451149311065,0.7415450228178793,0.45276813447834824,0.26,0.7666666666666667
144,0.5464964170981927,0.44094650417726866,0.7198976795176321,0.2,0.4
145,0.548062920308892,0.4701719324631978,0.685364516718436,0.16000000000000003,0.4
146,0.541307262287203,0.46014854799995875,0.6813447834825508,0.12,0.4
147,0.533102543625398,0.43445654301402037,0.5861501918509046,0.12,0.4
148,0.5207999826546357,0.40472633997094964,0.4770692490407455,0.12,0.4
149,0.5095164618347781,0.4033974431613322,0.38918326329252695,0.12,0.4
150,0.513431816457137,0.3531569025372657,0.35300566416955964,0.12,0.4666666666666667
151,0.5093556558535184,0.45986010528159216,0.31810707107619224,0.12,0.4666666666666667
152,0.4955263414651773,0.36566295468358856,0.3107984651927645,0.12,0.4666666666666667
153,0.2141447832010147,0.19356566707529385,0.2212680431207747,0.04000000000000001,0.19999999999999996
154,0.20952477315515788,0.18220308427678142,0.23606797003471586,0.06,0.19999999999999996
155,0.20558773682746057,0.1845930382289617,0.24794445459528597,0.06,0.16666666666666663
156,0.20396522254463723,0.17660935584560075,0.19495706194043488,0.08000000000000002,0.16666666666666663
157,0.20354604290809486,0.15991058275730638,0.1772336926731226,0.08000000000000002,0.19999999999999996
158,0.20131102044946175,0.16610179967653207,0.143614105609355,0.08000000000000002,0.19999999999999996
159,0.19931088313199458,0.14776508400894175,0.11437968207564407,0.1,0.19999999999999996
160,0.19736495007787347,0.18109051950593882,0.10305134295633107,0.08000000000000002,0.19999999999999996
161,0.19569907238437328,0.16135279634913932,0.08843413118947561,0.08000000000000002,0.19999999999999996
162,0.4769469267989492,0.4712020850287927,0.5335282294902248,0.26,0.3666666666666666
163,0.4695046814415443,0.47673400430603774,0.539375114196967,0.24,0.3666666666666666
164,0.46255208126303154,0.4768988287165329,0.5633107984651928,0.26,0.3666666666666666
165,0.4482945531942572,0.5398102458974173,0.5031975150739997,0.26,0.3666666666666666
166,0.44456710668483107,0.4806176794783307,0.41604238991412384,0.24,0.3666666666666666
167,0.4431722503080609,0.4401223821247926,0.3964918691759547,0.22000000000000003,0.3666666666666666
168,0.44299156943024093,0.4004100007211068,0.38461538461538464,0.22000000000000003,0.3666666666666666
169,0.4643155266305546,0.5062375737846775,0.32304038004750596,0.22000000000000003,0.3666666666666666
170,0.4595401310297726,0.42982085646884305,0.34240818563858944,0.22000000000000003,0.3666666666666666
171,0.5209318796954443,0.4994591699030626,0.5817650283208479,0.08000000000000002,0.29999999999999993
172,0.5148881043323661,0.5123257754473437,0.5914489311163896,0.08000000000000002,0.29999999999999993
173,0.5025494071860399,0.5842201230002163,0.569157683171935,0.08000000000000002,0.29999999999999993
174,0.503192631111079,0.5033222420240437,0.48529143065960173,0.08000000000000002,0.29999999999999993
175,0.4945560851512841,0.4902908120692674,0.41768682623789516,0.08000000000000002,0.29999999999999993
176,0.49453078982838933,0.4812975801716234,0.34514891284487487,0.08000000000000002,0.29999999999999993
177,0.49409715572162133,0.43949398905977977,0.3104330348985931,0.06,0.29999999999999993
178,0.4855274616866198,0.5178164886219648,0.2769961629819112,0.06,0.29999999999999993
179,0.4751617997260878,0.5040227457686483,0.23807783665265853,0.06,0.29999999999999993
180,0.714645269232576,0.8026948791115963,0.6599671112735247,0.28,0.33333333333333326
181,0.7058967011285326,0.8117396186375202,0.6473597661246118,0.28,0.33333333333333326
182,0.6995313138029349,0.8379260968549441,0.6270783847980999,0.3,0.33333333333333326
183,0.6944505675186372,0.791105662748653,0.5541750411109082,0.3,0.33333333333333326
184,0.6880291691209153,0.7783729770378993,0.43906449844692125,0.28,0.33333333333333326
185,0.6856080453581275,0.7941755173941261,0.3752969121140143,0.28,0.33333333333333326
186,0.6822419606043413,0.7870777662171767,0.31372190754613555,0.28,0.33333333333333326
187,0.6731464852148836,0.8637005140461301,0.25159875753699984,0.3,0.33333333333333326
188,0.6562329482421556,0.7862845487416686,0.21542115841403253,0.3,0.33333333333333326
189,0.5768489977631708,0.5932648625261401,0.6491869175954688,0.4,0.4
190,0.5911498892426219,0.5679025063611921,0.6590535355380962,0.36,0.4
191,0.5858848484629477,0.6586383443387965,0.6486387721542116,0.36,0.4
192,0.5866581626200174,0.5659143119095937,0.5665996711127353,0.38,0.4
193,0.5756546971607805,0.5891442522637602,0.45879773433217613,0.34,0.4
194,0.5627342075878741,0.660379302174652,0.4368719166818929,0.36,0.4
195,0.5570879301559999,0.49704861289957036,0.36250685181801573,0.4,0.4
196,0.5467891201202613,0.6004244228570251,0.3124429015165357,0.45999999999999996,0.4
197,0.5235770477467288,0.6427430902516662,0.2987392654851087,0.6,0.4
198,0.7969833520639178,0.8306738227931557,0.7350630367257447,0.8,0.6333333333333332
199,0.8232091814794873,0.8759181234740864,0.7538826968755711,0.84,0.6333333333333332
200,0.8202839580675818,0.9800768493813933,0.7431025031975151,0.92,0.7000000000000001
201,0.8033360917280681,0.92265614537513,0.6566782386259822,0.92,0.7000000000000001
202,0.7835497287980024,0.865153029163619,0.5349899506669104,1.0,0.7000000000000001
203,0.7586157676588456,0.900538769791806,0.44070893477069245,0.9800000000000001,0.7000000000000001
204,0.7636838662816958,0.7657330050580491,0.40581034167732505,0.9400000000000001,0.7000000000000001
205,0.7529550357567456,0.8467648058677489,0.3340032888726475,0.86,0.7000000000000001
206,0.7417726962284674,0.810956702687668,0.3062305865156221,0.9,0.7000000000000001
207,0.9863658209597046,0.9216878019634708,0.9930568244107438,0.36,0.8333333333333334
208,0.9797221850822639,0.9076262194430994,1.0,0.38,0.8666666666666666
209,0.9717071813421698,0.9473489023724414,0.9813630549972594,0.3,0.8666666666666666
210,0.9672425568512382,0.9616577215085554,0.9084597113100676,0.3,0.9
211,0.9792849373579398,0.9041649068227003,0.8127169742371644,0.34,0.9
212,0.983149701334509,0.8457758594047778,0.7379864790791157,0.38,0.9
213,1.0,0.9983929619976718,0.7118582130458616,0.36,0.9333333333333332
214,0.9855437229656236,0.9999999999999999,0.5961995249406177,0.36,0.9333333333333332
215,0.9681586089017855,0.9710939190094053,0.5373652475790244,0.38,0.9333333333333332
216,0.6520411518767322,0.578162825914518,0.6471770509775261,0.28,0.4666666666666667
217,0.6397873747429814,0.5788530281334665,0.6506486387721543,0.28,0.4666666666666667
218,0.6073750320708557,0.770657134321593,0.609720445824959,0.3,0.4666666666666667
219,0.5811943728747411,0.6711546980107753,0.5052073816919423,0.26,0.4666666666666667
220,0.5668392771319439,0.735889485232763,0.44582495888909196,0.24,0.5
221,0.551210381200516,0.510430294726649,0.3893659784396126,0.22000000000000003,0.5
222,0.5665574149625447,0.4935254911252356,0.3488032157865887,0.22000000000000003,0.5
223,0.6097455651878538,0.6066259413019067,0.3667093002009867,0.22000000000000003,0.5333333333333333
224,0.614613108036324,0.5672020026165875,0.41695596564955234,0.26,0.5666666666666667
