"산업별(1)","지역별(1)",2013,2013,2013,2014,2014,2014,2015,2015,2015,2016,2016,2016,2017,2017,2017,2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021
"산업별(1)","지역별(1)",활동,신생,소멸,활동,신생,소멸,활동,신생,소멸,활동,신생,소멸,활동,신생,소멸,활동,신생,소멸,활동,신생,소멸,활동,신생,소멸,활동,신생
"도매 및 소매업","광주",38634,6342,5961,39256,6781,5653,39793,6342,5265,40542,6228,4930,41336,6076,5360,41329,5652,5280,41178,5575,5013,41650,5810,4847,42214,5765
"도매 및 소매업","대전",40373,6740,6387,40794,7085,6129,40471,6128,5513,41085,6406,5243,41838,6256,5411,41800,5677,5301,42006,5833,5212,42855,6405,5223,43941,6367
"도매 및 소매업","울산",23629,3700,3355,24180,4020,3504,24283,3714,3188,24777,3813,3091,25509,4001,3453,25315,3491,3490,25066,3486,3244,25368,3754,3278,25716,3766
"도매 및 소매업","세종",2393,426,364,2746,653,405,3126,712,422,3610,838,495,4164,988,640,4544,962,685,4981,1080,744,5669,1361,954,6186,1426
"도매 및 소매업","경기",284398,49143,45169,292716,51661,43247,298481,49285,41558,309949,52487,39626,323715,52606,41828,331411,49364,42118,342305,52700,42502,364080,63145,45886,387914,67527
"도매 및 소매업","강원",39469,5355,5455,39321,5432,5131,39534,5570,4894,40143,5631,4669,41035,5690,5135,40463,4866,4980,40439,5238,4554,41336,5554,4550,42432,5666
"도매 및 소매업","충북",39433,6185,6117,39796,6539,5467,40081,5944,5305,40803,6105,5008,41712,6107,5216,41789,5479,5009,42507,5918,5161,43281,6103,5331,43993,6135
"도매 및 소매업","충남",50392,7662,7052,51336,8001,7160,51735,7772,6657,52981,7956,6481,54506,8190,6863,54691,7340,6749,55512,7776,6570,57178,8409,6797,58689,8366
"도매 및 소매업","전북",47122,6935,6518,48099,7545,6570,48641,7183,6085,49735,7233,6001,50524,7109,6750,49906,6490,6126,50215,6946,6165,50755,6953,5932,51518,6863
"도매 및 소매업","전남",44927,6356,5943,45746,6799,6090,46260,6819,5536,47906,7205,5690,49404,7308,6244,49024,6157,5853,49561,6796,5811,50512,6948,5656,51870,7132
"도매 및 소매업","경북",63413,9127,8441,64515,9728,8401,65642,9675,7918,67290,9740,7882,69193,9951,8929,68573,8567,8629,68791,9159,8312,69815,9471,8002,71546,9724
"도매 및 소매업","경남",78392,12612,11214,79711,12751,11077,79950,11822,11073,80717,12066,9490,83284,12473,10847,83046,11003,10460,83557,11406,10043,85322,12160,10178,87260,12304
"도매 및 소매업","제주",16266,2633,2230,16547,2581,2191,16853,2526,2104,17610,2886,2070,18378,2831,2218,18888,2744,2304,19267,2758,2255,19877,2856,2288,20621,3029
"운수 및 창고업","전국",546445,41615,34467,556390,44688,69046,519639,43902,32670,534886,49328,30894,553203,49771,40367,560383,47742,35105,586079,61666,44429,591571,49220,46560,595819,53974
"운수 및 창고업","서울",103449,8165,7232,104709,8750,30201,78517,7894,6443,83941,12221,6350,88457,11547,11543,84097,8588,6498,90192,12808,13501,83120,7744,15395,75114,9085
"운수 및 창고업","부산",49282,2836,2727,49694,3220,2781,49669,3128,2548,49861,3032,2488,50146,2987,2731,49930,2985,2844,50979,3721,2945,51900,3405,2895,51904,3147
"운수 및 창고업","대구",29496,1971,1641,29672,2339,1887,29742,2232,1831,29718,1960,1507,30176,2059,1697,30108,1975,1682,30416,2163,1651,31002,2153,1730,31387,2253
"운수 및 창고업","인천",34236,2848,2296,34969,2990,9898,27038,2789,2219,28259,3597,1963,29894,3723,2995,29918,3187,2149,37998,10101,2710,38543,3382,2561,39775,3794
"운수 및 창고업","광주",15452,1181,794,15881,1131,1652,11904,1195,1202,11496,1233,768,12138,1203,905,17331,2587,949,18077,1716,1141,18711,1552,1095,19043,1541
"운수 및 창고업","대전",15518,1217,1064,16073,1674,967,15998,1165,854,16190,1028,928,16494,1227,963,16716,1195,1055,17100,1459,1074,17609,1376,1059,18057,1542
"운수 및 창고업","울산",12115,786,654,12284,800,719,12395,933,684,12491,883,657,12543,902,740,12664,905,692,12836,949,744,13048,909,728,13387,1047
"운수 및 창고업","세종",1428,148,100,1493,152,98,1570,145,99,1676,212,98,1779,156,109,1908,230,138,1950,190,112,2067,195,134,2193,252
"운수 및 창고업","경기",129515,11748,8624,133052,12041,11406,132496,11970,7791,137871,12777,7622,143813,13446,9202,147822,13754,9321,153068,14823,10594,157307,14853,10740,162372,16346
"운수 및 창고업","강원",12622,883,833,12895,1050,915,12638,864,673,12887,912,675,13165,967,812,13287,926,770,13602,1034,734,14080,1124,821,14395,1202
"운수 및 창고업","충북",17003,1148,1218,17306,1511,1103,17847,1466,1044,17999,1271,993,18488,1417,1060,18665,1291,1084,18988,1414,1074,19528,1438,1054,20176,1704
"운수 및 창고업","충남",18759,1676,1382,19208,1746,1410,19684,2046,1325,20276,1972,1270,21065,2056,1443,21504,1931,1444,22012,2041,1481,22866,2050,1498,23492,2267
"운수 및 창고업","전북",20078,1247,1041,20177,1261,1129,20265,1479,1086,20443,1481,1036,20731,1454,1279,20719,1471,1203,21172,1769,1186,21669,1536,1250,22112,1787
"운수 및 창고업","전남",21435,1431,1086,22006,1430,1181,21794,1464,1107,22559,1726,1098,23238,1609,1166,23375,1571,1238,23852,1833,1336,24609,1986,1409,25129,2031
"운수 및 창고업","경북",27937,1897,1566,28765,2029,1600,29489,2339,1663,29804,2206,1465,30608,2142,1602,31179,2197,1809,31501,2321,1773,32230,2323,1712,32955,2410
"운수 및 창고업","경남",31279,2001,1817,31329,2124,1743,31519,2252,1720,32141,2241,1594,33034,2301,1712,33580,2394,1841,34364,2596,1845,35193,2569,1895,36198,2923
"운수 및 창고업","제주",6841,432,392,6877,440,356,7074,541,381,7274,576,382,7434,575,408,7580,555,388,7972,728,528,8089,625,584,8130,643
"숙박 및 음식점업","전국",744385,147142,139167,773454,168490,141811,787381,160711,139398,811114,166788,141852,827216,163453,145699,835139,159542,138669,856292,166591,136094,865877,154740,132778,872685,148278
"숙박 및 음식점업","서울",137881,26113,25209,142059,29498,25635,142098,26865,24441,143334,26898,23953,144197,25921,23492,144101,25004,22262,145418,25111,21487,144760,23016,21155,143340,21981
"숙박 및 음식점업","부산",50039,9566,9043,51762,10858,9575,51915,10162,9207,53053,10641,9305,53834,10603,9364,54278,10193,8990,55589,10664,8669,56289,9936,8884,56546,9631
"숙박 및 음식점업","대구",33923,6486,6444,35310,7845,6634,35780,7356,6379,37096,7853,6682,37576,7402,6825,37681,7193,6450,38829,7860,6652,38613,6816,6312,38693,6703
"숙박 및 음식점업","인천",36180,7887,7369,37526,8747,7334,38722,8679,7579,39632,8660,7634,39895,8235,7797,40163,8301,6984,41564,8686,6818,42534,8314,6502,43308,7845
"숙박 및 음식점업","광주",20400,4765,4499,21258,5367,4615,21736,5196,4443,22252,5062,4433,22840,5128,4551,23053,4911,4477,23573,5169,4460,23426,4540,4246,23247,4285
"숙박 및 음식점업","대전",21808,4822,4571,22880,5709,4705,23201,5147,4461,23712,5066,4485,23939,4923,4508,23928,4644,4178,24400,4852,4061,24442,4388,3958,24205,4028
"숙박 및 음식점업","울산",18643,3807,3639,19401,4400,3761,19883,4347,3670,20601,4455,3764,21008,4283,3881,20983,4040,3754,21273,4205,3706,21390,3960,3534,21343,3653
"숙박 및 음식점업","세종",1826,452,287,2231,670,373,2706,841,468,3088,859,502,3502,942,662,3882,1059,639,4319,1128,767,4502,1004,763,4701,1018
"숙박 및 음식점업","경기",153330,32332,30203,159788,36735,30457,162938,34802,30364,168288,36582,30543,171633,35100,30654,174885,35215,29278,181504,37416,29142,185498,35475,28312,189463,34480
"숙박 및 음식점업","강원",35201,6113,5838,35987,6493,5702,36554,6526,5620,37948,7076,5864,39037,7139,6353,39267,6712,5985,40147,7211,5973,40212,6377,5578,40813,6395
"숙박 및 음식점업","충북",26719,5016,4963,27841,6079,4820,28579,5724,4880,29755,6045,5116,30478,6008,5463,30766,5907,5153,31578,6230,5149,31979,5832,5190,31852,5290
"숙박 및 음식점업","충남",34273,6578,6059,35900,7692,6275,36731,7291,6330,37940,7653,6328,39122,7758,6670,39902,7740,6849,40653,7821,6429,41174,7390,6215,41600,6999
"숙박 및 음식점업","전북",25971,5158,4822,27118,5944,4845,28118,5901,4893,29199,6062,5008,30015,6011,5430,30280,5874,5163,31283,6353,5126,31455,5543,4898,31635,5328
"숙박 및 음식점업","전남",29272,5263,5097,30385,6202,5249,31183,6152,4984,32664,6527,5390,33833,6674,5925,33882,6142,5494,34689,6611,5194,35439,6175,5237,36091,6125
"숙박 및 음식점업","경북",46085,8132,7725,48211,9820,8034,49478,9639,8167,51177,9964,8633,52237,9946,9214,52277,9480,8496,53384,9889,8296,54074,9291,7976,54739,8937
"숙박 및 음식점업","경남",58947,11663,10912,61021,13055,11241,61799,12349,10775,63963,13130,11232,65373,12990,11573,65910,12541,11146,67043,12732,10721,68287,12322,10652,68638,11379
"숙박 및 음식점업","제주",13887,2989,2487,14776,3376,2556,15960,3734,2737,17412,4255,2980,18697,4390,3337,19901,4586,3371,21046,4653,3444,21803,4361,3366,22471,4201
