"이동규모별","시점","전출지별",서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"9인","2022","대구광역시",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2022","인천광역시",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2022","광주광역시",0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
"9인","2022","대전광역시",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"9인","2022","울산광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9인","2022","세종특별자치시",0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"9인","2022","경기도",1,0,0,0,0,0,0,0,18,0,1,0,0,0,0,1,0
"9인","2022","강원도",0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"9인","2022","충청북도",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"9인","2022","충청남도",0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"9인","2022","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"9인","2022","전라남도",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"9인","2022","경상북도",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"9인","2022","경상남도",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"9인","2022","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"10인이상","2018","서울특별시",4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"10인이상","2018","부산광역시",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10인이상","2018","대구광역시",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","인천광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","광주광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","대전광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","울산광역시",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","세종특별자치시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","경기도",0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,1
"10인이상","2018","강원도",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10인이상","2018","충청북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","충청남도",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"10인이상","2018","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2018","전라남도",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"10인이상","2018","경상북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"10인이상","2018","경상남도",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"10인이상","2018","제주특별자치도",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10인이상","2019","서울특별시",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"10인이상","2019","부산광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"10인이상","2019","대구광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","인천광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","광주광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"10인이상","2019","대전광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","울산광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","세종특별자치시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","경기도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","강원도",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10인이상","2019","충청북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","충청남도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2019","전라남도",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"10인이상","2019","경상북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10인이상","2019","경상남도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"10인이상","2019","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","서울특별시",6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
"10인이상","2020","부산광역시",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","대구광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","인천광역시",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","광주광역시",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","대전광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","울산광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","세종특별자치시",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10인이상","2020","경기도",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"10인이상","2020","강원도",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10인이상","2020","충청북도",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10인이상","2020","충청남도",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10인이상","2020","전라북도",0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0
"10인이상","2020","전라남도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","경상북도",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2020","경상남도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"10인이상","2020","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"10인이상","2021","서울특별시",12,0,0,0,0,1,0,0,3,1,0,0,0,1,0,0,0
"10인이상","2021","부산광역시",0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10인이상","2021","대구광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2021","인천광역시",0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0
"10인이상","2021","광주광역시",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2021","대전광역시",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"10인이상","2021","울산광역시",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"10인이상","2021","세종특별자치시",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"10인이상","2021","경기도",2,0,0,2,0,0,0,0,20,0,0,0,0,0,1,0,1
"10인이상","2021","강원도",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10인이상","2021","충청북도",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"10인이상","2021","충청남도",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
"10인이상","2021","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"10인이상","2021","전라남도",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"10인이상","2021","경상북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"10인이상","2021","경상남도",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0
"10인이상","2021","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"10인이상","2022","서울특별시",3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"10인이상","2022","부산광역시",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","대구광역시",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","인천광역시",1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","광주광역시",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","대전광역시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","울산광역시",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"10인이상","2022","세종특별자치시",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","경기도",2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0
"10인이상","2022","강원도",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"10인이상","2022","충청북도",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"10인이상","2022","충청남도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","전라북도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10인이상","2022","전라남도",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"10인이상","2022","경상북도",0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
"10인이상","2022","경상남도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
"10인이상","2022","제주특별자치도",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
