"이동규모별","시점","전출지별",서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"1인","2018","서울특별시",396281,9505,6224,23236,5589,8180,3092,3152,162126,13627,9454,13802,8707,8442,8937,8644,6183
"1인","2018","부산광역시",15868,129444,3321,2059,757,1510,6455,519,11231,1308,1452,2141,978,2359,6523,32045,1887
"1인","2018","대구광역시",10997,3390,87376,1453,383,1379,1961,417,8609,1125,1383,1684,591,688,26519,5103,1008
"1인","2018","인천광역시",22480,1399,1023,99322,992,1617,538,554,35308,3253,2628,5140,2024,2067,2100,1703,1345
"1인","2018","광주광역시",8780,813,430,1391,59656,1017,256,450,6993,494,704,1400,3371,22323,579,835,734
"1인","2018","대전광역시",11018,1075,1024,1790,753,54700,387,6463,9581,1093,5329,9822,2310,1027,1775,1293,493
"1인","2018","울산광역시",5570,6681,2140,760,279,586,34555,162,4266,579,751,1031,479,713,5385,4891,495
"1인","2018","세종특별자치시",2619,282,225,434,214,3315,66,6823,2252,243,1606,2253,413,286,306,245,124
"1인","2018","경기도",143218,7575,5723,34016,5082,8523,2642,3170,473910,17073,14478,22366,9702,9418,10014,8243,5850
"1인","2018","강원도",16141,1295,1078,3498,447,1383,521,415,19214,59396,2952,1971,824,760,2242,1324,619
"1인","2018","충청북도",11002,1056,1027,2377,515,5661,399,2357,13897,2716,53445,3974,1156,781,2213,1110,575
"1인","2018","충청남도",15159,1428,1083,4535,968,10960,671,3034,21762,1698,3900,67992,3423,1752,2005,1705,689
"1인","2018","전라북도",12700,1018,599,2628,4216,3348,497,812,13048,852,1662,4313,79166,3758,939,1246,743
"1인","2018","전라남도",11406,2235,719,2579,24550,1396,624,477,11319,749,1055,2341,3632,64690,1091,2456,903
"1인","2018","경상북도",13322,6357,26577,2597,537,2453,4219,559,13814,2326,2969,2714,916,1116,84464,5600,975
"1인","2018","경상남도",14516,28020,5971,2259,936,1817,4541,516,11876,1432,1747,2537,1254,2996,6295,111826,1448
"1인","2018","제주특별자치도",5791,1366,732,1135,624,465,320,156,4759,511,523,623,625,813,714,1069,27354
"1인","2019","서울특별시",403407,9440,6041,23407,5507,7922,2934,3357,164089,13724,9147,13034,8331,8648,9140,8656,5646
"1인","2019","부산광역시",16468,132571,3228,2171,737,1527,6614,524,11579,1452,1397,2150,1059,2503,6669,31777,1853
"1인","2019","대구광역시",11848,3850,89977,1539,391,1530,2073,417,9334,1169,1579,1672,606,749,28517,5388,960
"1인","2019","인천광역시",23811,1445,1009,104354,975,1664,550,608,37321,3391,2690,5083,2062,2315,2285,1774,1265
"1인","2019","광주광역시",8846,853,343,1498,63248,1059,238,446,7126,520,710,1316,3453,22510,553,828,700
"1인","2019","대전광역시",11375,1226,979,1852,801,58384,425,6629,10525,1191,5615,10021,2436,1221,1967,1356,537
"1인","2019","울산광역시",5689,6799,2021,872,228,558,38203,181,4551,632,704,1032,443,746,5118,4604,473
"1인","2019","세종특별자치시",3041,312,265,514,282,3654,104,7252,2697,301,1754,2460,500,296,413,315,135
"1인","2019","경기도",147494,7649,5574,35547,5124,8827,2718,3204,493764,18045,14221,21856,9560,9590,10526,8497,5343
"1인","2019","강원도",15908,1248,989,3292,418,1331,459,345,18888,59148,3004,1794,783,954,2286,1227,512
"1인","2019","충청북도",11272,1078,1053,2532,539,5846,465,2317,14599,2894,55449,4251,1231,852,2593,1190,544
"1인","2019","충청남도",15911,1466,1098,4696,1011,10814,640,3059,22847,1637,4077,66510,3612,2002,2039,1758,685
"1인","2019","전라북도",12749,1025,581,2667,4208,3391,502,779,12840,936,1574,4347,78678,4067,962,1338,743
"1인","2019","전라남도",11506,2342,640,2541,25342,1460,659,425,11366,818,1101,2351,3758,66990,1109,2647,823
"1인","2019","경상북도",14080,7013,26098,2700,541,2608,4667,614,13849,2429,3009,2851,924,1240,86224,5809,908
"1인","2019","경상남도",15252,30235,5752,2451,815,1904,4669,484,12198,1556,1769,2488,1339,3298,6509,114708,1387
"1인","2019","제주특별자치도",6349,1541,717,1262,615,476,365,153,4913,465,550,679,742,834,833,1149,27327
"1인","2020","서울특별시",460952,9933,6935,24960,5712,8444,3215,3371,182216,14600,9754,14416,8792,8702,9137,8890,5936
"1인","2020","부산광역시",16913,155263,3682,2160,848,1613,6994,551,12469,1562,1460,2239,1155,2549,6864,33146,1878
"1인","2020","대구광역시",12355,4031,102594,1555,433,1684,2277,484,10351,1366,1572,1859,679,798,29506,5821,946
"1인","2020","인천광역시",26613,1694,1130,115029,1096,1814,630,633,41995,3611,2889,5512,2286,2303,2401,1900,1321
"1인","2020","광주광역시",9423,892,432,1414,68026,1122,258,482,7600,574,728,1456,3990,22734,567,852,763
"1인","2020","대전광역시",12136,1322,1162,1833,841,66676,488,5891,11056,1277,6099,11006,2806,1106,1848,1397,542
"1인","2020","울산광역시",5909,7855,2457,740,235,671,40492,185,4639,686,717,1121,436,781,5713,4853,472
"1인","2020","세종특별자치시",3361,365,319,486,310,4049,133,8424,3017,307,2463,2888,600,289,427,368,138
"1인","2020","경기도",156859,8247,6081,36331,5180,8768,2777,3204,552780,18210,14363,23377,9899,9388,10455,8641,5536
"1인","2020","강원도",15905,1325,1058,3246,440,1402,469,398,19448,62191,2942,1968,815,846,2141,1349,530
"1인","2020","충청북도",12054,1204,1119,2578,562,6302,473,2508,15600,3062,66062,4814,1299,966,2561,1296,535
"1인","2020","충청남도",16968,1592,1219,4906,1061,11862,665,3513,25353,1842,4643,75975,4045,1913,2093,1891,730
"1인","2020","전라북도",12678,1062,649,2619,4333,3523,478,891,13049,885,1681,4674,87157,3732,879,1257,766
"1인","2020","전라남도",11878,2524,796,2774,25584,1467,694,465,12137,1031,1187,2510,4160,75853,1258,3023,874
"1인","2020","경상북도",15088,7567,31236,2870,584,3010,4906,699,15943,2702,3484,3236,1034,1303,97896,6316,903
"1인","2020","경상남도",15601,34227,6924,2530,969,2118,4779,553,13444,1718,1813,2751,1511,3509,6633,125298,1448
"1인","2020","제주특별자치도",6534,1766,804,1204,719,510,362,148,5461,529,588,762,715,985,778,1186,29551
"1인","2021","서울특별시",440429,10331,6620,27042,5791,8701,3296,3534,185205,14914,9957,14735,9064,8466,10002,9153,6206
"1인","2021","부산광역시",16803,155110,3609,2072,874,1702,7120,580,12647,1549,1567,2325,1101,2414,7699,32687,1869
"1인","2021","대구광역시",11951,4067,95331,1538,497,1689,2290,513,10450,1319,1703,1892,697,753,30857,5905,915
"1인","2021","인천광역시",24906,1585,1045,116677,1095,1794,635,603,40995,3670,2841,5676,2219,2240,2590,1949,1397
"1인","2021","광주광역시",8728,913,411,1514,67691,1103,202,472,7679,596,816,1449,3925,21971,658,879,708
"1인","2021","대전광역시",11249,1362,1154,1829,887,62810,486,5571,11253,1307,6117,10817,2825,1160,2187,1502,569
"1인","2021","울산광역시",5612,7388,2192,775,282,638,40076,196,4993,699,805,1171,405,671,6350,4934,422
"1인","2021","세종특별자치시",3218,386,305,500,298,3819,121,9120,3096,344,2296,3041,613,316,466,357,136
"1인","2021","경기도",152206,8524,6166,39060,5314,9221,2932,3428,567129,19539,15329,24260,10183,9317,12074,9263,5740
"1인","2021","강원도",15596,1320,1065,3442,505,1507,531,466,19712,63786,3187,2129,872,817,2417,1393,539
"1인","2021","충청북도",11214,1225,1207,2590,626,6628,523,2696,16289,3142,65763,4895,1354,918,2935,1320,577
"1인","2021","충청남도",15459,1686,1209,4903,1126,11262,734,3380,25054,1905,4776,76872,3949,1913,2415,2010,710
"1인","2021","전라북도",11603,1046,615,2455,4324,3422,402,914,12679,969,1752,4478,85560,3738,1093,1319,697
"1인","2021","전라남도",10268,2375,656,2521,24283,1466,617,445,11323,994,1133,2599,3956,72128,1314,2732,821
"1인","2021","경상북도",13531,7212,27555,2750,596,2977,4986,656,15998,2671,3365,3143,1046,1181,94243,6160,902
"1인","2021","경상남도",14891,33726,5991,2486,1028,2222,4955,598,14116,1832,1914,2875,1589,3190,7320,122458,1350
"1인","2021","제주특별자치도",6499,1721,795,1205,690,545,363,202,5486,564,617,732,754,877,924,1228,27641
"1인","2022","서울특별시",390708,9055,6201,25590,5005,8054,2915,3023,157317,13358,9042,12964,7950,7511,8775,8231,5840
"1인","2022","부산광역시",16584,137729,3726,2015,827,1646,6661,513,11792,1378,1475,2058,992,2275,6376,29011,1620
"1인","2022","대구광역시",12183,4043,83636,1491,431,1746,2130,519,9583,1171,1603,1737,653,719,28198,5279,911
"1인","2022","인천광역시",24448,1510,1061,103328,1037,1718,594,556,36373,3403,2788,5274,2027,2070,2354,1790,1337
"1인","2022","광주광역시",8425,836,406,1380,60872,1113,261,399,6793,551,740,1420,3717,20408,593,783,691
"1인","2022","대전광역시",11203,1308,1162,1807,792,60801,434,4903,10180,1210,5609,10104,2716,1136,2045,1455,631
"1인","2022","울산광역시",5364,7061,2361,803,207,626,34151,182,4468,582,801,1066,417,576,5213,4379,401
"1인","2022","세종특별자치시",3379,339,329,508,271,3764,138,8195,2963,322,2084,2775,637,331,461,351,153
"1인","2022","경기도",150107,8171,6220,39338,4953,9549,2831,3270,498834,19065,15972,25089,9920,8871,11609,8957,5693
"1인","2022","강원도",14163,1203,1057,2977,416,1333,454,358,16927,57787,2900,1908,729,789,2140,1309,546
"1인","2022","충청북도",10586,1110,1158,2421,562,6027,492,2387,13838,2763,58846,4509,1320,865,2664,1297,578
"1인","2022","충청남도",14837,1457,1133,4476,978,10249,698,2881,21597,1763,4399,71079,3591,1633,2204,1791,697
"1인","2022","전라북도",10810,1019,582,2314,3965,3441,360,784,10860,838,1630,4110,77346,3490,905,1234,611
"1인","2022","전라남도",9228,2094,668,2177,20386,1349,550,377,9206,810,1083,2112,3449,62924,1082,2478,725
"1인","2022","경상북도",12589,6838,26258,2607,552,2701,4557,614,13810,2265,3295,2797,924,1096,85882,5688,874
"1인","2022","경상남도",14516,30883,6139,2261,892,2009,4655,548,12382,1618,2018,2564,1346,2839,6701,113952,1236
"1인","2022","제주특별자치도",6444,1679,770,1209,669,518,392,179,4886,537,560,690,618,772,781,1168,26015
"2인","2018","서울특별시",81307,672,435,3231,401,645,218,437,30635,1310,871,1419,778,694,706,651,755
"2인","2018","부산광역시",832,26825,214,147,56,102,538,62,934,127,121,161,71,233,505,4114,176
"2인","2018","대구광역시",596,256,19682,112,33,114,140,57,751,95,103,135,62,61,3336,552,99
"2인","2018","인천광역시",1885,142,72,24827,81,124,39,77,5516,395,315,629,222,237,185,185,179
"2인","2018","광주광역시",460,52,31,107,13126,69,18,73,626,48,41,103,349,2655,46,84,72
"2인","2018","대전광역시",638,87,80,140,60,11193,41,1779,870,109,566,985,219,105,151,133,56
"2인","2018","울산광역시",276,549,159,66,23,44,7435,23,375,82,68,117,42,76,731,509,65
"2인","2018","세종특별자치시",193,33,18,53,20,503,12,2213,299,29,230,338,40,26,36,36,24
"2인","2018","경기도",15293,720,532,4788,424,754,214,518,112602,2024,1668,2815,1029,981,1038,941,834
"2인","2018","강원도",941,112,83,277,35,137,48,68,1871,12468,303,213,81,76,206,143,52
"2인","2018","충청북도",673,79,76,210,37,492,31,444,1372,291,11372,414,113,84,187,120,58
"2인","2018","충청남도",944,114,93,373,81,908,50,540,2350,174,357,14034,370,152,190,196,98
"2인","2018","전라북도",747,73,53,216,409,250,57,117,1135,102,139,387,15582,359,80,154,77
"2인","2018","전라남도",662,171,58,202,2807,108,49,55,1017,101,93,226,383,11724,102,270,87
"2인","2018","경상북도",751,473,2891,212,47,188,425,65,1245,230,304,297,96,125,16658,584,99
"2인","2018","경상남도",723,2550,506,202,92,162,375,76,1095,166,153,238,171,304,583,22017,156
"2인","2018","제주특별자치도",425,117,68,129,41,53,33,26,575,78,64,87,67,98,64,118,5912
"2인","2019","서울특별시",77550,655,379,2869,327,565,188,397,27163,1244,777,1217,662,652,622,556,597
"2인","2019","부산광역시",801,26304,189,163,54,109,526,54,866,129,83,157,88,218,502,3770,142
"2인","2019","대구광역시",538,246,20028,123,31,96,138,56,710,94,114,170,54,62,3452,576,83
"2인","2019","인천광역시",2070,120,102,24342,89,131,52,63,5394,393,296,600,182,212,217,172,171
"2인","2019","광주광역시",438,44,38,111,12723,56,25,42,546,48,47,82,289,2348,53,61,69
"2인","2019","대전광역시",675,98,84,127,59,11365,42,1697,903,136,583,938,198,106,179,135,65
"2인","2019","울산광역시",292,501,146,58,16,38,8230,26,370,73,65,78,54,81,586,493,47
"2인","2019","세종특별자치시",259,37,35,52,20,589,12,2365,374,33,255,343,67,37,37,45,28
"2인","2019","경기도",15656,637,474,4564,432,696,201,478,109214,2019,1471,2349,949,961,1041,850,653
"2인","2019","강원도",905,98,88,269,34,136,42,57,1694,12485,279,168,62,95,172,136,46
"2인","2019","충청북도",595,87,86,197,45,441,36,374,1350,293,11116,377,111,73,230,101,60
"2인","2019","충청남도",958,114,94,438,79,848,56,473,2342,194,381,11876,343,179,174,204,70
"2인","2019","전라북도",631,78,35,203,320,230,49,116,987,103,136,351,14202,297,74,115,78
"2인","2019","전라남도",619,169,44,206,2699,129,48,53,943,123,78,217,327,11525,97,266,76
"2인","2019","경상북도",705,408,2591,210,45,183,419,78,1163,227,241,217,80,135,16120,532,87
"2인","2019","경상남도",698,2596,472,181,83,128,433,57,1045,159,158,227,144,284,544,22236,136
"2인","2019","제주특별자치도",471,135,53,128,61,56,58,24,575,67,57,90,73,95,88,133,5388
"2인","2020","서울특별시",86086,684,395,2819,337,542,183,360,31494,1373,847,1240,691,649,690,649,663
"2인","2020","부산광역시",836,32299,190,158,58,102,455,49,1026,124,108,154,90,189,526,3900,139
"2인","2020","대구광역시",618,276,21727,98,33,108,147,60,800,110,137,155,59,57,3370,553,90
"2인","2020","인천광역시",2109,132,93,25720,83,129,32,86,6211,445,303,629,223,215,208,171,146
"2인","2020","광주광역시",450,65,21,89,13487,62,20,56,525,38,66,101,310,2224,41,68,75
"2인","2020","대전광역시",606,94,80,155,52,12523,40,1230,920,125,581,1024,203,110,161,107,61
"2인","2020","울산광역시",249,580,146,57,23,35,8182,27,396,68,54,90,53,69,738,492,48
"2인","2020","세종특별자치시",303,31,29,64,30,688,10,2482,425,42,401,418,70,40,47,49,34
"2인","2020","경기도",17790,658,431,4928,389,641,218,450,121650,2202,1615,2670,970,920,1076,861,722
"2인","2020","강원도",974,81,78,235,40,134,48,47,1764,12575,281,203,74,98,162,145,57
"2인","2020","충청북도",566,78,82,199,38,441,43,383,1338,280,12137,429,115,83,199,125,58
"2인","2020","충청남도",930,132,102,395,84,910,49,501,2491,222,424,13748,379,161,210,182,75
"2인","2020","전라북도",656,69,59,214,287,191,50,100,982,78,124,379,15429,297,79,118,65
"2인","2020","전라남도",573,171,46,169,2420,88,42,53,932,95,101,197,393,12318,112,261,85
"2인","2020","경상북도",714,481,2917,192,49,163,438,85,1270,219,270,251,85,106,16725,506,101
"2인","2020","경상남도",747,2990,470,178,69,129,387,62,1088,174,144,202,132,272,533,22699,130
"2인","2020","제주특별자치도",478,142,54,110,66,48,28,25,582,80,65,78,50,109,77,138,5502
"2인","2021","서울특별시",77083,598,371,3492,321,573,190,370,30488,1515,840,1330,756,727,677,604,694
"2인","2021","부산광역시",760,28779,217,149,52,86,457,56,889,116,103,163,79,164,523,4145,184
"2인","2021","대구광역시",475,209,19332,97,26,115,104,46,708,104,107,128,56,60,3543,502,98
"2인","2021","인천광역시",1878,112,71,24769,65,114,50,68,5023,438,311,642,225,198,224,192,173
"2인","2021","광주광역시",422,47,24,78,12730,49,14,35,516,43,43,107,303,2207,40,48,51
"2인","2021","대전광역시",560,80,62,142,45,10962,20,1106,859,138,593,989,191,96,150,135,47
"2인","2021","울산광역시",246,499,148,56,14,46,8157,27,374,68,76,102,47,50,756,533,36
"2인","2021","세종특별자치시",268,36,27,56,35,635,9,2499,368,45,361,423,65,45,43,46,27
"2인","2021","경기도",15579,645,468,5431,413,683,206,437,116761,2428,1746,2959,1048,980,1197,912,779
"2인","2021","강원도",868,87,56,247,40,135,43,63,1795,12285,268,232,71,97,190,156,49
"2인","2021","충청북도",572,64,81,183,43,458,39,408,1331,322,11402,440,140,75,229,100,53
"2인","2021","충청남도",935,90,84,375,64,796,59,463,2444,213,423,13124,374,179,227,213,82
"2인","2021","전라북도",553,55,42,167,307,172,42,93,938,78,139,355,13416,317,75,115,50
"2인","2021","전라남도",499,130,42,177,2213,98,43,49,793,107,85,203,324,11285,111,220,66
"2인","2021","경상북도",654,439,2379,182,38,164,383,77,1321,224,231,245,92,86,16328,521,67
"2인","2021","경상남도",616,2915,458,159,73,134,351,54,1022,155,151,254,125,268,585,21237,159
"2인","2021","제주특별자치도",473,129,68,114,37,57,27,31,602,68,62,72,58,94,78,150,5340
"2인","2022","서울특별시",60566,566,334,3420,258,525,146,351,22293,1265,650,1201,608,538,582,562,596
"2인","2022","부산광역시",644,24156,190,165,39,91,346,48,755,109,87,132,94,154,454,2976,179
"2인","2022","대구광역시",416,197,15126,79,25,69,97,60,549,84,76,130,39,58,2527,423,79
"2인","2022","인천광역시",1691,107,61,21970,69,126,32,53,3852,336,246,585,182,172,167,188,164
"2인","2022","광주광역시",342,42,32,90,10860,76,22,25,395,45,39,104,285,1778,37,56,50
"2인","2022","대전광역시",489,92,65,126,56,10387,25,890,679,125,470,923,194,77,128,102,47
"2인","2022","울산광역시",195,435,130,52,13,41,6361,24,315,50,46,71,40,61,520,414,25
"2인","2022","세종특별자치시",225,25,23,39,34,608,12,2094,321,32,249,387,53,39,55,42,23
"2인","2022","경기도",13178,574,457,5596,363,711,197,455,95564,2248,1518,3037,1000,840,1056,918,801
"2인","2022","강원도",769,86,84,238,34,137,26,44,1555,10720,259,236,78,114,175,137,67
"2인","2022","충청북도",467,84,88,179,36,409,31,355,1058,281,9232,415,117,60,222,118,74
"2인","2022","충청남도",695,99,107,352,77,698,44,355,1916,198,341,12030,308,155,155,173,74
"2인","2022","전라북도",501,60,37,161,258,203,33,90,773,77,112,350,12158,247,87,120,45
"2인","2022","전라남도",425,119,46,154,1690,89,43,50,684,93,77,191,257,9644,76,202,69
"2인","2022","경상북도",586,381,2348,175,40,150,397,67,986,211,227,202,72,97,13344,496,65
"2인","2022","경상남도",548,2451,421,141,65,132,352,64,944,157,146,226,116,272,526,18548,151
"2인","2022","제주특별자치도",462,127,71,138,44,55,33,31,568,64,62,68,57,108,70,114,4819
"3인","2018","서울특별시",60342,380,236,1933,170,339,90,288,22339,541,339,645,296,231,262,275,379
"3인","2018","부산광역시",341,18827,127,85,27,72,244,46,561,47,37,97,40,95,204,2198,92
"3인","2018","대구광역시",268,130,15515,41,15,74,57,55,434,45,67,78,20,31,1600,236,60
"3인","2018","인천광역시",950,71,57,19608,46,70,19,54,3867,156,155,300,99,82,94,99,102
"3인","2018","광주광역시",200,26,18,62,9015,49,12,45,378,21,38,67,170,1187,19,37,48
"3인","2018","대전광역시",289,46,61,81,36,8019,15,1570,545,95,239,453,105,42,89,72,37
"3인","2018","울산광역시",102,294,80,40,18,31,5695,21,242,30,43,67,23,32,362,280,32
"3인","2018","세종특별자치시",130,29,16,40,9,298,5,1890,237,25,154,198,35,15,21,24,15
"3인","2018","경기도",9027,438,319,3083,216,482,113,436,91423,982,807,1309,419,453,455,502,460
"3인","2018","강원도",366,61,48,123,32,102,21,42,941,7845,170,128,51,66,109,77,32
"3인","2018","충청북도",235,35,40,96,25,206,11,372,641,122,8501,199,48,36,83,61,32
"3인","2018","충청남도",404,76,65,178,50,405,39,330,1215,122,200,10290,198,76,90,122,48
"3인","2018","전라북도",250,37,26,85,183,122,48,68,485,34,73,188,9986,175,36,63,40
"3인","2018","전라남도",179,75,19,86,1197,57,26,49,435,63,47,112,178,6720,55,131,26
"3인","2018","경상북도",253,204,1377,118,30,98,180,55,712,95,137,131,25,56,10889,264,52
"3인","2018","경상남도",306,1453,269,102,56,76,239,67,643,96,100,159,68,157,237,15750,86
"3인","2018","제주특별자치도",202,60,30,56,41,25,12,21,306,27,23,40,29,40,42,67,3626
"3인","2019","서울특별시",57512,319,189,1620,157,276,95,274,18102,463,316,505,225,234,254,264,289
"3인","2019","부산광역시",333,17655,105,82,27,68,224,39,495,64,61,85,33,92,235,2104,83
"3인","2019","대구광역시",251,129,14450,51,20,67,56,37,443,49,63,77,16,21,1651,265,44
"3인","2019","인천광역시",1094,75,46,17900,28,72,18,76,3494,168,111,236,78,93,82,93,110
"3인","2019","광주광역시",128,34,20,48,8539,39,6,41,291,23,33,58,139,963,19,27,38
"3인","2019","대전광역시",318,44,51,72,27,7635,22,1394,606,101,257,399,87,40,76,63,27
"3인","2019","울산광역시",104,266,86,31,6,19,6863,18,241,28,40,40,28,35,291,287,24
"3인","2019","세종특별자치시",146,26,22,52,9,347,12,2176,272,36,173,188,37,23,22,35,13
"3인","2019","경기도",9518,329,276,2716,211,416,131,421,82654,955,694,1039,421,355,462,414,386
"3인","2019","강원도",332,63,39,124,20,117,25,31,818,7968,136,88,43,54,85,77,27
"3인","2019","충청북도",232,34,46,79,23,202,18,263,628,154,7804,179,58,35,87,46,28
"3인","2019","충청남도",419,72,59,171,43,398,37,323,1274,103,190,7851,192,71,85,102,50
"3인","2019","전라북도",209,27,13,94,183,94,31,60,451,39,71,164,8656,154,41,54,23
"3인","2019","전라남도",200,66,28,70,1075,57,27,43,421,66,43,98,170,6598,50,128,40
"3인","2019","경상북도",229,205,1260,99,23,80,211,42,640,97,117,109,44,59,10219,251,40
"3인","2019","경상남도",289,1416,249,104,30,60,237,52,592,89,73,117,69,123,257,16526,74
"3인","2019","제주특별자치도",213,71,28,68,34,14,14,11,300,21,30,44,27,51,29,60,3194
"3인","2020","서울특별시",63268,323,180,1551,134,258,74,231,20410,606,301,476,239,222,231,256,367
"3인","2020","부산광역시",375,22493,91,86,30,54,222,44,438,49,36,65,42,72,191,1917,83
"3인","2020","대구광역시",261,129,15987,50,23,61,57,38,434,44,61,80,22,30,1482,216,46
"3인","2020","인천광역시",1216,67,45,18659,44,67,14,43,4066,176,123,213,97,105,103,78,105
"3인","2020","광주광역시",145,24,10,36,9136,52,8,36,285,29,24,58,137,959,19,38,28
"3인","2020","대전광역시",286,55,44,73,29,8362,19,958,506,78,262,427,98,41,85,49,21
"3인","2020","울산광역시",116,385,74,29,11,17,5816,13,234,24,25,43,26,25,288,256,23
"3인","2020","세종특별자치시",167,36,21,39,15,445,3,2128,285,28,283,232,32,20,23,23,12
"3인","2020","경기도",11151,363,241,2898,199,410,131,287,91157,1091,711,1148,429,413,482,453,459
"3인","2020","강원도",330,46,41,83,25,74,25,29,789,7952,106,103,44,49,75,74,19
"3인","2020","충청북도",232,34,48,65,20,206,15,267,619,151,8070,177,59,50,79,60,32
"3인","2020","충청남도",413,66,74,191,37,342,26,327,1333,121,213,8940,176,68,88,126,48
"3인","2020","전라북도",197,27,21,104,131,93,25,63,443,39,54,185,9613,134,46,51,28
"3인","2020","전라남도",171,68,19,78,953,51,20,24,323,48,38,92,152,7099,56,123,40
"3인","2020","경상북도",228,210,1280,96,19,84,192,56,693,92,103,116,50,49,10014,249,47
"3인","2020","경상남도",256,1680,229,89,45,55,209,37,539,91,64,126,51,123,236,15814,69
"3인","2020","제주특별자치도",225,86,35,60,29,18,18,17,285,26,24,39,23,40,33,64,3083
"3인","2021","서울특별시",53265,268,166,1913,125,230,77,235,18312,521,271,470,224,260,217,203,346
"3인","2021","부산광역시",269,17494,117,60,27,44,170,35,466,59,43,71,35,59,205,1928,85
"3인","2021","대구광역시",194,99,13022,49,12,54,41,27,325,42,62,66,19,22,1661,190,56
"3인","2021","인천광역시",951,53,41,16566,34,52,12,37,2652,151,95,221,80,78,94,79,92
"3인","2021","광주광역시",131,12,14,57,8021,25,2,33,203,22,28,37,123,941,17,33,34
"3인","2021","대전광역시",232,50,31,65,28,6757,11,764,473,87,242,402,71,59,62,57,30
"3인","2021","울산광역시",95,292,55,17,6,18,5269,9,205,37,33,48,18,31,377,318,15
"3인","2021","세종특별자치시",151,21,14,29,11,380,8,2044,233,27,183,208,29,17,21,32,24
"3인","2021","경기도",8417,348,255,3306,174,384,97,283,81194,1024,705,1241,417,366,479,428,522
"3인","2021","강원도",333,44,37,99,21,83,20,28,752,6687,102,110,35,41,81,74,28
"3인","2021","충청북도",199,43,35,64,27,220,16,238,592,145,6497,142,52,40,90,50,31
"3인","2021","충청남도",309,66,51,166,39,310,20,269,1184,106,192,7849,155,63,100,98,35
"3인","2021","전라북도",175,23,19,72,141,88,10,46,375,35,54,162,7358,130,36,50,19
"3인","2021","전라남도",146,61,22,68,812,52,15,25,313,42,33,66,128,6458,44,99,37
"3인","2021","경상북도",217,168,1093,81,22,68,161,40,539,90,119,96,37,54,9283,202,35
"3인","2021","경상남도",211,1496,220,86,40,53,171,43,496,84,78,126,68,130,240,13281,78
"3인","2021","제주특별자치도",179,75,31,69,28,20,10,17,309,17,27,45,20,52,31,66,2976
"3인","2022","서울특별시",39139,241,164,1978,116,233,72,191,12908,450,246,390,182,246,197,193,323
"3인","2022","부산광역시",254,14857,103,65,15,39,156,42,372,49,32,73,23,65,129,1436,85
"3인","2022","대구광역시",173,106,10610,44,7,40,44,32,242,43,37,56,20,26,798,111,37
"3인","2022","인천광역시",758,49,37,14055,31,51,14,51,1930,119,98,198,76,70,84,79,80
"3인","2022","광주광역시",110,18,14,37,6793,32,3,13,186,16,22,36,96,646,23,30,19
"3인","2022","대전광역시",173,41,38,65,25,6345,13,558,342,74,140,328,68,29,36,53,28
"3인","2022","울산광역시",87,229,64,27,7,19,3879,12,189,17,27,49,16,27,194,167,15
"3인","2022","세종특별자치시",127,20,21,32,14,324,8,1778,186,19,107,162,34,14,32,25,15
"3인","2022","경기도",6719,264,259,3621,157,360,96,266,62222,943,626,1169,351,303,379,369,432
"3인","2022","강원도",291,41,44,91,23,87,11,31,673,6005,99,93,40,38,62,67,25
"3인","2022","충청북도",173,29,44,85,15,176,16,244,455,104,4982,160,30,32,68,31,27
"3인","2022","충청남도",268,39,57,123,28,253,26,233,946,85,142,7288,115,70,70,82,52
"3인","2022","전라북도",130,12,23,76,117,73,16,57,330,37,34,120,6400,107,30,44,32
"3인","2022","전라남도",154,49,28,67,668,48,19,27,252,47,35,58,102,5210,39,88,28
"3인","2022","경상북도",187,157,1080,70,16,66,144,39,484,83,108,99,31,38,6640,181,36
"3인","2022","경상남도",191,1207,181,78,43,59,173,36,455,74,63,123,47,136,204,10339,76
"3인","2022","제주특별자치도",187,64,31,70,32,17,14,19,338,33,29,36,30,40,37,73,2590
"4인","2018","서울특별시",45683,226,132,1084,88,219,59,182,14803,301,228,340,149,121,155,172,193
"4인","2018","부산광역시",223,13008,69,60,12,51,149,33,379,46,28,46,13,47,115,1333,57
"4인","2018","대구광역시",157,79,11832,34,7,47,37,41,344,45,44,64,10,19,932,146,35
"4인","2018","인천광역시",649,39,31,14842,31,39,20,47,2844,116,91,169,65,53,74,64,64
"4인","2018","광주광역시",107,22,13,37,6462,33,2,34,254,13,27,36,86,685,22,28,30
"4인","2018","대전광역시",199,43,29,46,32,5847,14,1387,467,87,128,261,53,32,37,58,22
"4인","2018","울산광역시",90,198,60,17,6,13,4279,15,177,16,33,42,15,30,198,175,13
"4인","2018","세종특별자치시",70,20,13,24,7,202,4,1992,157,13,84,119,19,12,25,15,10
"4인","2018","경기도",6278,311,221,1986,168,375,90,321,74178,617,522,951,320,276,320,335,269
"4인","2018","강원도",234,34,48,65,12,101,8,37,669,5815,109,107,25,28,67,65,22
"4인","2018","충청북도",151,18,29,48,15,116,18,308,452,77,6822,134,35,14,57,38,9
"4인","2018","충청남도",214,38,57,106,29,229,25,291,892,100,129,7789,102,56,58,92,22
