"이동규모별","시점","전출지별",서울특별시,부산광역시,대구광역시,인천광역시,광주광역시,대전광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
"3인","2015","울산광역시",160,443,100,41,13,37,7864,19,223,42,30,61,33,44,319,370,40
"3인","2015","세종특별자치시",73,9,9,19,11,187,6,974,106,16,109,118,19,12,14,13,3
"3인","2015","경기도",11254,656,429,4205,395,667,234,699,92919,1180,995,1493,677,609,737,820,560
"3인","2015","강원도",443,92,57,182,46,141,32,44,886,8193,171,155,65,67,151,113,23
"3인","2015","충청북도",297,58,50,128,18,234,35,660,689,168,8107,256,52,51,132,83,24
"3인","2015","충청남도",410,92,81,222,56,553,61,501,1208,120,221,9963,214,109,125,150,32
"3인","2015","전라북도",254,47,28,98,166,148,76,81,496,43,84,212,10959,191,44,83,42
"3인","2015","전라남도",236,96,25,97,1355,57,37,29,406,67,41,105,171,8015,51,151,42
"3인","2015","경상북도",282,297,1688,117,31,114,284,48,645,131,153,173,63,71,12415,378,53
"3인","2015","경상남도",320,2208,279,125,39,97,318,53,624,104,95,153,87,174,314,19477,62
"3인","2015","제주특별자치도",158,56,16,50,28,24,15,6,241,18,24,23,29,44,37,57,3526
"3인","2016","서울특별시",70521,454,299,2201,252,412,159,325,22631,685,422,709,389,359,405,401,413
"3인","2016","부산광역시",403,22297,154,118,41,70,314,49,533,61,53,108,30,99,269,2784,115
"3인","2016","대구광역시",253,158,16683,74,25,65,101,43,407,51,56,74,26,25,1580,242,53
"3인","2016","인천광역시",1211,103,59,20477,74,120,45,90,3639,221,146,345,142,129,134,114,123
"3인","2016","광주광역시",180,51,11,64,9098,58,11,40,306,32,25,61,190,1404,22,48,30
"3인","2016","대전광역시",324,73,63,81,36,9137,29,1234,578,93,251,574,100,57,100,84,34
"3인","2016","울산광역시",123,351,113,39,16,45,6931,14,200,32,36,56,36,41,320,394,29
"3인","2016","세종특별자치시",106,10,11,26,13,248,4,1014,169,17,131,147,28,15,23,24,8
"3인","2016","경기도",10427,506,413,3567,302,589,162,443,88434,1080,902,1594,623,515,695,624,534
"3인","2016","강원도",403,71,75,133,26,133,42,39,936,8217,185,130,60,69,118,103,30
"3인","2016","충청북도",245,44,46,95,24,247,28,356,667,155,7259,218,41,42,110,60,26
"3인","2016","충청남도",391,67,81,194,50,459,45,339,1107,123,198,10167,199,76,102,104,48
"3인","2016","전라북도",247,39,29,98,197,126,32,72,543,52,73,203,10146,197,49,70,48
"3인","2016","전라남도",260,86,26,95,1199,62,28,30,410,57,53,99,191,7657,75,138,41
"3인","2016","경상북도",252,271,1468,109,16,109,229,44,649,118,151,126,50,74,11404,287,53
"3인","2016","경상남도",306,1756,329,114,48,85,263,54,582,107,109,140,77,185,322,16657,126
"3인","2016","제주특별자치도",191,56,26,55,32,23,7,11,289,30,22,31,24,37,36,53,4103
"3인","2017","서울특별시",65886,418,254,1866,230,359,115,329,20135,638,382,670,360,303,294,356,426
"3인","2017","부산광역시",384,20066,118,90,38,71,303,49,481,56,58,107,34,97,256,3382,113
"3인","2017","대구광역시",260,135,16059,61,23,69,67,50,401,47,54,96,27,27,1687,251,68
"3인","2017","인천광역시",1082,96,48,17981,49,99,28,74,3584,176,146,333,117,107,104,127,133
"3인","2017","광주광역시",174,38,30,61,8770,46,4,40,317,29,35,66,137,1264,26,35,50
"3인","2017","대전광역시",313,47,52,100,37,8339,18,1785,574,100,230,560,112,56,80,82,21
"3인","2017","울산광역시",134,354,125,33,14,35,6489,18,255,35,38,63,30,52,281,419,36
"3인","2017","세종특별자치시",131,18,16,21,11,315,4,1704,198,24,138,209,32,10,13,26,18
"3인","2017","경기도",10110,490,342,3106,282,518,129,426,84272,1022,822,1642,545,486,565,532,549
"3인","2017","강원도",383,56,58,108,30,138,17,29,945,7191,178,150,51,72,132,101,35
"3인","2017","충청북도",257,47,42,99,28,231,22,383,684,138,7024,229,51,43,92,60,41
"3인","2017","충청남도",375,75,66,175,51,434,40,347,1139,101,219,9763,166,76,103,120,42
"3인","2017","전라북도",258,33,30,85,171,127,61,88,484,57,80,217,8753,161,41,75,36
"3인","2017","전라남도",238,86,35,90,1127,54,24,36,421,63,39,117,177,7040,64,134,45
"3인","2017","경상북도",277,220,1462,93,19,100,178,45,642,102,126,148,40,76,11406,313,37
"3인","2017","경상남도",302,1537,318,110,51,88,252,73,566,89,90,200,73,154,312,16854,108
"3인","2017","제주특별자치도",193,56,34,57,27,18,19,16,265,29,22,29,16,33,30,64,3729
"4인","2012","서울특별시",59458,364,236,1853,218,460,105,181,15470,468,323,515,278,252,257,262,155
"4인","2012","부산광역시",352,18173,131,65,39,83,271,19,465,39,37,79,43,66,204,1555,37
"4인","2012","대구광역시",252,151,15527,51,17,86,79,16,438,57,57,86,19,27,1189,222,18
"4인","2012","인천광역시",909,71,43,18230,53,105,31,29,2798,131,123,253,112,78,146,93,45
"4인","2012","광주광역시",193,41,21,54,7584,61,16,18,322,25,18,44,125,759,21,34,18
"4인","2012","대전광역시",386,71,58,70,35,8602,33,703,662,150,215,468,89,71,74,76,8
"4인","2012","울산광역시",123,299,92,31,3,26,7135,4,198,13,29,35,30,22,205,246,9
"4인","2012","세종특별자치시",17,6,3,11,2,81,3,305,34,9,67,75,7,6,5,6,1
"4인","2012","경기도",9310,484,407,3640,369,766,189,401,78093,940,744,1224,547,410,490,508,216
"4인","2012","강원도",386,64,56,128,24,204,41,20,828,6404,119,132,42,42,88,89,13
"4인","2012","충청북도",207,32,62,110,21,250,41,128,589,122,6651,195,43,28,81,64,10
"4인","2012","충청남도",392,72,81,192,41,574,37,280,1055,132,189,8275,151,84,97,139,26
"4인","2012","전라북도",213,29,29,92,168,145,29,26,452,30,41,162,8399,108,40,60,17
"4인","2012","전라남도",193,63,29,59,810,77,29,9,328,57,21,101,125,5918,47,114,26
"4인","2012","경상북도",238,225,1303,112,23,109,219,13,661,78,93,205,34,55,9445,218,27
"4인","2012","경상남도",303,1526,240,130,41,118,235,21,552,103,70,172,49,142,248,13498,42
"4인","2012","제주특별자치도",103,33,17,31,24,13,6,1,124,13,6,26,14,24,17,36,2504
"4인","2013","서울특별시",58241,345,249,1687,189,408,98,148,14866,422,275,474,252,250,236,286,217
"4인","2013","부산광역시",310,19456,124,78,17,65,273,12,440,46,34,63,32,70,184,1809,51
"4인","2013","대구광역시",260,157,15719,57,25,84,99,10,430,54,52,83,22,25,1264,229,19
"4인","2013","인천광역시",1001,81,43,17716,49,85,25,27,2565,124,106,250,77,107,119,103,52
"4인","2013","광주광역시",167,32,30,52,7832,55,7,4,319,17,13,53,136,710,19,41,31
"4인","2013","대전광역시",360,84,65,92,43,8237,22,185,652,150,233,481,86,66,72,88,22
"4인","2013","울산광역시",128,353,94,28,6,21,7019,0,192,25,32,39,62,30,220,253,11
"4인","2013","세종특별자치시",16,6,4,9,0,83,1,216,57,11,73,77,4,4,5,8,1
"4인","2013","경기도",8957,486,365,3381,305,678,193,253,76998,776,677,1149,497,377,520,487,268
"4인","2013","강원도",351,52,52,102,25,210,27,7,735,6161,95,131,44,42,97,82,21
"4인","2013","충청북도",197,39,41,94,29,229,45,135,596,126,7133,155,49,32,87,72,18
"4인","2013","충청남도",392,85,74,183,46,462,54,140,1000,127,189,8009,179,82,71,108,26
"4인","2013","전라북도",171,29,37,93,121,114,39,19,359,27,43,144,8255,130,34,57,15
"4인","2013","전라남도",162,65,22,64,730,43,25,11,280,60,27,83,120,6739,47,94,21
"4인","2013","경상북도",192,190,1284,103,25,89,181,17,590,98,78,137,42,36,9077,224,29
"4인","2013","경상남도",257,1495,221,100,41,97,267,9,514,96,55,137,69,130,251,15538,44
"4인","2013","제주특별자치도",85,29,14,30,18,11,7,4,121,6,5,21,10,22,18,34,3060
"4인","2014","서울특별시",61772,369,213,1373,176,376,140,339,13830,437,250,482,260,263,219,265,220
"4인","2014","부산광역시",340,18441,139,91,50,58,273,20,455,38,30,80,29,53,170,1998,57
"4인","2014","대구광역시",238,152,14792,53,31,76,93,34,405,44,56,66,22,24,1268,210,29
"4인","2014","인천광역시",962,94,57,17313,42,101,26,68,2684,126,93,233,85,90,102,119,67
"4인","2014","광주광역시",176,40,17,41,8502,59,11,25,363,23,16,55,136,715,24,36,29
"4인","2014","대전광역시",320,67,68,81,43,9125,26,1121,554,129,201,419,106,60,79,88,17
"4인","2014","울산광역시",118,312,76,40,7,25,8233,9,168,21,20,49,42,40,176,291,17
"4인","2014","세종특별자치시",39,10,6,9,10,94,3,828,53,13,64,85,5,8,5,6,3
"4인","2014","경기도",9058,491,411,3190,371,614,205,536,74683,844,701,1094,617,421,469,526,298
"4인","2014","강원도",299,57,42,102,26,150,23,17,704,6778,127,131,45,45,91,98,21
"4인","2014","충청북도",192,43,56,71,22,228,28,404,526,143,6484,140,46,26,76,60,19
"4인","2014","충청남도",352,71,71,153,44,467,54,394,931,119,171,8216,129,65,75,116,26
"4인","2014","전라북도",183,38,17,67,140,111,51,39,365,47,61,132,9269,132,34,67,35
"4인","2014","전라남도",150,63,20,78,764,60,29,17,318,41,20,72,123,7644,50,129,38
"4인","2014","경상북도",189,240,1279,97,28,74,218,25,480,91,90,141,33,56,8667,223,24
"4인","2014","경상남도",253,1618,221,98,40,78,270,31,471,81,67,104,77,132,228,17224,51
"4인","2014","제주특별자치도",88,42,19,34,17,14,12,6,148,11,12,17,14,19,21,25,2775
"4인","2015","서울특별시",63626,354,245,1477,209,322,123,375,15334,439,246,513,273,264,236,294,229
"4인","2015","부산광역시",301,19843,96,82,24,50,220,48,446,33,39,77,34,73,174,1645,59
"4인","2015","대구광역시",191,126,14747,51,24,74,65,54,339,42,45,79,30,21,1148,167,26
"4인","2015","인천광역시",874,77,47,18102,41,75,37,102,2685,136,125,243,93,99,106,105,71
"4인","2015","광주광역시",157,25,14,62,7110,44,12,51,303,21,18,52,113,957,22,31,32
"4인","2015","대전광역시",277,48,53,68,40,7104,23,2117,530,115,175,422,86,66,69,68,23
"4인","2015","울산광역시",130,298,79,42,9,21,6844,10,154,26,34,35,30,29,217,261,12
"4인","2015","세종특별자치시",46,18,9,17,2,141,3,987,84,10,69,105,9,9,14,9,5
"4인","2015","경기도",8266,441,342,3049,288,549,183,678,81057,828,668,1147,444,411,584,545,322
"4인","2015","강원도",303,63,44,102,17,145,22,43,724,6301,126,140,43,51,76,89,22
"4인","2015","충청북도",185,40,43,70,16,172,25,692,499,115,6202,172,34,26,75,59,21
"4인","2015","충청남도",343,61,74,164,31,350,44,547,892,86,150,8061,133,64,80,124,25
"4인","2015","전라북도",178,40,19,71,114,106,64,81,356,44,52,139,8411,95,46,63,22
"4인","2015","전라남도",132,70,16,56,748,57,26,38,298,41,22,80,129,6219,50,106,22
"4인","2015","경상북도",186,226,1026,86,17,88,198,48,497,83,77,125,49,40,9089,231,21
"4인","2015","경상남도",219,1546,230,86,44,76,198,46,459,79,54,120,47,141,217,16210,41
"4인","2015","제주특별자치도",107,25,8,31,17,15,10,10,147,11,14,22,16,27,20,36,2634
"4인","2016","서울특별시",56130,270,167,1285,155,278,80,218,16304,386,208,452,218,206,247,217,219
"4인","2016","부산광역시",222,16120,103,60,26,46,181,38,409,33,31,82,26,60,160,1744,77
"4인","2016","대구광역시",169,95,13350,52,9,57,66,20,314,45,33,57,22,18,930,178,23
"4인","2016","인천광역시",780,63,47,15712,34,79,35,77,2526,120,121,233,81,72,89,74,56
"4인","2016","광주광역시",123,14,21,42,6883,42,9,38,228,17,18,40,102,878,19,39,31
"4인","2016","대전광역시",233,43,59,69,29,6831,13,1183,452,97,163,397,74,47,52,69,24
"4인","2016","울산광역시",76,246,73,29,9,27,5779,9,171,22,22,50,21,31,189,251,16
"4인","2016","세종특별자치시",56,13,14,16,10,160,2,844,114,16,97,95,18,7,11,13,2
"4인","2016","경기도",7740,398,326,2437,230,482,151,356,73340,669,549,1120,443,370,481,437,322
"4인","2016","강원도",261,46,50,103,11,138,19,36,649,5958,112,117,40,54,70,78,16
"4인","2016","충청북도",145,28,42,67,11,148,18,306,438,107,5568,140,40,26,72,38,28
"4인","2016","충청남도",262,43,48,125,26,320,31,246,845,95,137,7808,104,59,75,87,37
"4인","2016","전라북도",135,36,20,70,102,76,28,47,332,38,52,124,7397,107,22,34,18
"4인","2016","전라남도",129,50,22,52,602,45,23,23,261,39,32,73,125,5474,46,99,30
"4인","2016","경상북도",147,139,909,67,10,79,121,28,427,75,61,102,32,48,8250,162,28
"4인","2016","경상남도",208,1203,235,87,32,83,157,43,409,92,66,123,43,119,165,12585,61
"4인","2016","제주특별자치도",74,42,15,28,17,18,8,10,160,13,25,16,14,17,27,28,3003
"4인","2017","서울특별시",52515,259,165,1108,132,231,60,209,13718,354,205,386,197,178,167,200,226
"4인","2017","부산광역시",292,13869,74,57,14,45,171,39,339,27,28,75,27,66,137,2195,62
"4인","2017","대구광역시",173,89,12712,30,8,44,48,36,330,37,42,64,15,12,1022,135,29
"4인","2017","인천광역시",767,59,38,13659,28,75,28,73,2691,114,84,232,77,57,69,67,82
"4인","2017","광주광역시",133,22,20,42,6449,39,4,28,207,14,23,31,91,781,19,24,33
"4인","2017","대전광역시",285,44,46,49,25,6288,8,1700,450,95,137,389,72,50,50,53,27
"4인","2017","울산광역시",107,232,79,14,9,22,4921,22,189,11,17,51,20,33,172,217,17
"4인","2017","세종특별자치시",68,13,15,20,9,202,5,1517,129,11,94,109,16,11,14,16,5
"4인","2017","경기도",7258,323,254,2033,185,424,102,326,68754,590,520,1171,356,311,370,361,305
"4인","2017","강원도",301,35,37,66,19,121,16,41,571,5154,118,154,39,45,69,73,22
"4인","2017","충청북도",143,29,34,75,7,128,11,400,466,120,5139,162,48,25,69,38,23
"4인","2017","충청남도",274,60,56,111,28,306,25,335,766,93,123,7976,101,51,65,89,23
"4인","2017","전라북도",132,20,17,65,102,95,67,72,330,27,56,117,6237,113,24,48,22
"4인","2017","전라남도",121,53,22,60,665,50,13,25,276,53,28,79,101,5133,41,89,27
"4인","2017","경상북도",138,136,914,62,17,69,119,42,460,71,79,103,25,39,8566,184,19
"4인","2017","경상남도",205,985,160,62,39,63,137,48,433,53,50,146,45,92,182,13306,55
"4인","2017","제주특별자치도",84,44,24,38,19,14,3,7,154,11,23,15,13,18,18,29,2507
"5인","2012","서울특별시",12533,62,38,388,44,63,19,35,3094,117,74,106,69,52,60,51,27
"5인","2012","부산광역시",68,4152,21,19,9,18,55,11,91,8,13,22,15,13,40,291,7
"5인","2012","대구광역시",44,27,3478,10,11,15,12,1,67,10,19,15,6,5,275,31,2
"5인","2012","인천광역시",211,19,10,4052,9,17,6,6,569,30,28,46,22,14,19,21,6
"5인","2012","광주광역시",50,12,11,15,2358,12,8,6,75,7,5,10,43,210,3,12,1
"5인","2012","대전광역시",57,12,21,19,6,2189,6,175,127,17,43,113,23,10,21,15,6
"5인","2012","울산광역시",18,61,21,5,1,5,1488,0,30,5,8,10,8,7,45,51,1
"5인","2012","세종특별자치시",2,1,2,0,0,23,1,103,16,1,25,28,2,0,0,2,2
"5인","2012","경기도",1664,90,75,748,81,149,33,114,17657,200,155,279,132,101,121,104,57
"5인","2012","강원도",98,12,11,31,8,45,6,3,196,1710,32,40,17,19,24,26,3
"5인","2012","충청북도",51,6,17,19,9,54,4,36,110,24,1681,25,4,6,23,14,10
"5인","2012","충청남도",88,13,14,47,9,141,8,67,221,43,40,2229,31,24,19,21,8
"5인","2012","전라북도",54,6,6,26,35,29,6,5,118,9,15,39,2754,33,11,10,3
"5인","2012","전라남도",38,23,6,21,201,21,7,4,83,9,7,28,45,1892,11,35,15
"5인","2012","경상북도",43,40,274,19,5,21,51,3,141,24,25,43,11,9,2267,55,3
"5인","2012","경상남도",66,292,51,21,14,14,63,5,112,30,11,30,18,21,48,3414,11
"5인","2012","제주특별자치도",17,5,2,5,2,1,4,1,26,8,5,3,3,9,5,11,829
"5인","2013","서울특별시",12458,67,56,359,43,84,16,18,2987,74,41,121,61,51,44,51,35
"5인","2013","부산광역시",57,4204,28,9,2,12,69,2,76,11,7,10,9,17,39,330,9
"5인","2013","대구광역시",51,47,3379,13,3,13,19,2,91,10,9,18,8,9,252,39,8
"5인","2013","인천광역시",180,7,16,3994,16,22,17,9,586,37,29,52,22,19,19,30,20
"5인","2013","광주광역시",41,3,5,10,2417,17,2,4,79,11,5,6,31,186,1,14,9
"5인","2013","대전광역시",45,19,12,18,12,2029,2,47,138,41,46,122,25,17,15,16,3
"5인","2013","울산광역시",9,71,17,10,2,3,1378,0,40,3,10,9,13,6,31,49,2
"5인","2013","세종특별자치시",5,3,0,2,1,23,0,83,14,5,10,21,1,0,1,2,1
"5인","2013","경기도",1750,85,76,704,69,160,40,53,17461,197,138,246,121,105,98,97,56
"5인","2013","강원도",72,21,13,43,6,45,12,5,185,1636,27,45,12,13,21,29,6
"5인","2013","충청북도",40,16,14,15,3,59,10,26,111,30,1823,38,12,6,22,10,7
"5인","2013","충청남도",84,5,24,27,9,127,15,36,203,21,33,2071,39,20,10,15,5
"5인","2013","전라북도",40,5,5,27,43,43,5,6,83,7,12,29,2562,27,9,13,5
"5인","2013","전라남도",38,14,9,18,181,13,8,2,78,10,10,20,25,2174,7,25,4
"5인","2013","경상북도",43,45,246,11,3,22,35,1,96,25,25,29,6,13,2276,42,7
"5인","2013","경상남도",36,305,40,21,10,19,47,5,85,28,15,31,13,25,44,3677,9
"5인","2013","제주특별자치도",20,3,5,9,6,5,2,4,31,1,4,1,1,4,8,4,1041
"5인","2014","서울특별시",13374,68,41,290,42,54,17,78,2792,94,67,79,65,52,52,51,46
"5인","2014","부산광역시",50,4029,32,17,18,14,73,4,102,11,11,12,12,13,38,381,5
"5인","2014","대구광역시",42,38,3244,16,7,13,15,4,83,13,10,24,10,3,297,45,7
"5인","2014","인천광역시",208,13,10,3883,17,14,5,8,592,36,23,50,25,30,14,18,18
"5인","2014","광주광역시",34,15,5,13,2402,9,6,8,82,7,5,15,41,201,5,17,7
"5인","2014","대전광역시",60,13,10,18,6,2158,9,253,116,26,48,95,29,23,19,16,10
"5인","2014","울산광역시",14,64,14,4,1,12,1580,5,34,8,4,12,10,9,35,48,1
"5인","2014","세종특별자치시",8,2,3,0,0,17,2,235,17,2,11,22,0,1,1,4,0
"5인","2014","경기도",1818,107,77,693,79,107,34,115,16871,186,151,231,149,102,113,114,64
"5인","2014","강원도",72,17,9,17,5,38,8,10,200,1725,18,47,14,25,22,29,4
"5인","2014","충청북도",30,12,12,19,7,49,5,92,98,32,1723,34,12,13,27,17,6
"5인","2014","충청남도",69,19,21,30,13,114,9,93,199,35,36,2141,35,21,22,24,5
"5인","2014","전라북도",46,6,11,12,30,33,11,9,102,8,16,42,2826,38,8,12,3
"5인","2014","전라남도",28,14,3,11,200,13,5,2,69,8,14,16,29,2429,11,24,11
"5인","2014","경상북도",41,44,283,20,6,18,32,8,132,19,19,35,5,12,2110,59,4
"5인","2014","경상남도",43,309,38,14,11,12,47,6,102,18,18,33,8,35,48,4159,9
"5인","2014","제주특별자치도",17,9,4,11,6,11,2,2,41,3,3,3,4,6,6,7,927
"5인","2015","서울특별시",12866,70,41,314,53,53,27,82,3078,81,61,74,57,66,56,49,57
"5인","2015","부산광역시",50,4361,23,18,8,12,42,17,78,19,8,12,6,16,40,337,16
"5인","2015","대구광역시",38,29,3076,10,2,7,12,9,56,14,12,21,3,1,256,55,7
"5인","2015","인천광역시",170,19,8,4267,16,18,15,19,498,21,28,49,19,25,27,31,16
"5인","2015","광주광역시",33,9,3,12,2061,5,2,10,59,11,5,16,29,257,7,9,8
"5인","2015","대전광역시",47,10,4,17,10,1749,5,531,103,20,55,97,24,10,8,18,6
"5인","2015","울산광역시",27,59,10,17,7,7,1408,2,35,7,11,18,13,12,37,56,5
"5인","2015","세종특별자치시",10,5,1,5,2,41,1,283,18,5,18,20,3,1,5,2,1
"5인","2015","경기도",1594,91,63,638,68,121,54,124,17500,185,145,252,111,119,119,118,72
"5인","2015","강원도",66,15,19,23,16,41,11,13,181,1612,35,43,13,16,22,43,2
"5인","2015","충청북도",40,10,7,12,5,32,13,134,95,30,1624,33,7,9,28,20,8
"5인","2015","충청남도",55,22,16,40,8,63,17,119,212,37,35,2092,32,12,29,41,9
"5인","2015","전라북도",34,14,5,9,30,22,16,17,66,12,10,42,2450,24,6,14,13
"5인","2015","전라남도",34,7,1,12,180,12,5,9,66,15,6,17,32,2019,10,32,9
"5인","2015","경상북도",42,42,200,18,6,8,37,11,98,18,25,33,7,13,2155,52,7
"5인","2015","경상남도",30,342,38,30,11,20,50,13,106,24,28,21,15,34,52,3782,11
"5인","2015","제주특별자치도",23,11,3,5,9,8,0,4,35,5,8,10,10,4,6,7,826
"5인","2016","서울특별시",11438,49,27,278,25,47,18,35,3257,86,70,103,44,52,63,42,36
"5인","2016","부산광역시",34,3450,22,10,8,10,51,8,88,12,8,9,12,12,32,340,20
"5인","2016","대구광역시",26,12,2726,6,1,15,10,8,42,11,8,13,4,3,189,32,5
"5인","2016","인천광역시",182,14,4,3580,8,12,3,16,529,28,27,52,23,21,19,22,19
"5인","2016","광주광역시",28,2,3,16,1826,7,2,9,44,4,6,14,29,253,5,9,3
"5인","2016","대전광역시",55,13,8,10,5,1605,2,246,104,28,36,63,13,7,17,9,5
"5인","2016","울산광역시",16,45,17,8,3,5,1130,3,36,3,5,7,7,5,30,42,4
"5인","2016","세종특별자치시",16,2,0,1,1,32,1,230,31,2,12,23,5,2,2,5,0
"5인","2016","경기도",1380,78,51,569,40,110,37,85,15811,168,149,274,92,74,97,95,74
"5인","2016","강원도",71,12,18,26,8,33,2,7,161,1478,34,30,9,9,12,25,9
"5인","2016","충청북도",29,6,9,11,5,39,2,55,121,24,1288,35,14,7,16,10,5
"5인","2016","충청남도",52,12,6,31,5,63,5,60,169,29,33,1880,33,22,15,17,10
"5인","2016","전라북도",28,5,5,11,28,21,3,9,83,11,12,38,2153,23,15,15,3
"5인","2016","전라남도",39,14,3,10,160,5,2,8,51,15,6,21,33,1775,8,25,8
"5인","2016","경상북도",25,28,177,8,5,16,26,6,92,24,19,24,8,13,1920,46,12
"5인","2016","경상남도",43,254,44,16,4,12,26,6,97,21,17,27,19,29,43,2912,21
"5인","2016","제주특별자치도",23,5,2,6,3,2,4,2,22,5,4,3,5,6,6,9,952
"5인","2017","서울특별시",10264,45,26,233,26,53,8,37,2742,92,42,67,31,38,37,29,49
"5인","2017","부산광역시",46,3021,11,19,9,12,31,6,66,9,18,16,9,13,25,437,12
"5인","2017","대구광역시",29,13,2493,7,2,9,12,12,65,6,8,19,4,2,170,22,3
"5인","2017","인천광역시",157,21,8,3066,8,12,8,8,487,21,11,46,12,13,16,16,16
"5인","2017","광주광역시",21,6,6,8,1745,3,1,5,44,7,3,8,32,202,4,6,3
"5인","2017","대전광역시",51,8,7,8,8,1412,3,371,95,18,33,81,20,12,12,6,4
"5인","2017","울산광역시",16,46,15,5,2,2,943,2,34,6,8,10,2,7,24,50,5
"5인","2017","세종특별자치시",15,5,0,4,1,47,1,437,27,4,17,33,7,3,2,4,3
"5인","2017","경기도",1351,73,44,439,36,86,16,73,14606,157,112,268,84,64,83,75,73
"5인","2017","강원도",66,18,7,23,3,23,3,8,165,1328,26,36,14,15,21,17,5
"5인","2017","충청북도",26,9,2,8,4,40,4,75,103,26,1207,30,13,10,13,6,7
"5인","2017","충청남도",61,13,13,19,10,65,3,78,164,23,31,1862,26,13,11,26,7
"5인","2017","전라북도",41,7,4,12,34,20,17,22,86,9,12,33,1890,31,10,16,5
"5인","2017","전라남도",27,12,3,13,134,17,7,5,50,11,10,19,31,1550,13,27,8
"5인","2017","경상북도",24,23,163,11,3,14,20,5,94,9,13,19,9,9,1886,36,7
"5인","2017","경상남도",37,194,39,19,7,13,23,11,80,25,10,37,8,24,38,2991,17
"5인","2017","제주특별자치도",26,5,4,9,10,2,1,2,32,2,3,9,4,7,4,8,810
"6인","2012","서울특별시",2229,16,5,71,10,8,3,7,541,17,8,15,5,6,5,5,3
"6인","2012","부산광역시",8,675,7,7,2,2,15,3,24,0,4,0,1,5,5,52,2
"6인","2012","대구광역시",5,8,630,1,2,4,2,1,8,0,1,5,0,0,39,9,1
"6인","2012","인천광역시",29,9,2,738,2,2,1,0,90,3,2,7,1,5,3,5,3
"6인","2012","광주광역시",8,8,2,1,411,3,4,0,9,1,2,3,4,37,1,1,0
"6인","2012","대전광역시",11,3,2,0,0,370,0,26,29,3,8,14,1,2,2,4,2
"6인","2012","울산광역시",5,3,3,0,0,0,239,0,8,1,1,2,4,2,5,5,1
"6인","2012","세종특별자치시",0,0,0,0,0,4,0,15,2,2,3,2,0,0,1,1,0
"6인","2012","경기도",286,13,11,129,21,20,13,20,2988,25,24,36,23,10,24,17,5
"6인","2012","강원도",13,1,3,5,0,11,1,1,26,316,5,7,2,0,6,4,0
"6인","2012","충청북도",4,1,2,5,1,6,0,1,13,6,262,15,2,0,4,4,0
"6인","2012","충청남도",9,5,3,5,1,20,1,17,33,5,11,406,4,3,2,1,0
"6인","2012","전라북도",2,0,1,3,5,1,1,0,17,1,1,5,567,7,2,3,1
"6인","2012","전라남도",3,0,2,5,32,2,1,0,6,1,0,4,3,352,3,5,0
"6인","2012","경상북도",4,5,27,2,1,4,4,2,15,6,1,5,1,1,409,5,1
"6인","2012","경상남도",7,56,3,3,1,4,9,2,20,5,3,5,1,6,7,564,2
"6인","2012","제주특별자치도",2,2,0,0,1,0,0,0,3,0,0,0,0,3,2,1,170
"6인","2013","서울특별시",2088,6,11,78,3,7,5,3,496,11,7,20,12,3,5,11,8
"6인","2013","부산광역시",9,708,10,3,0,2,14,0,9,4,3,5,0,2,8,57,1
"6인","2013","대구광역시",13,13,590,1,1,4,2,1,10,1,2,5,3,0,45,7,0
"6인","2013","인천광역시",28,3,1,694,2,3,2,1,79,5,3,7,1,3,5,5,1
"6인","2013","광주광역시",4,0,3,1,395,1,0,3,7,0,3,1,6,33,0,1,0
"6인","2013","대전광역시",8,0,2,1,0,364,0,11,17,6,4,9,5,1,2,4,1
"6인","2013","울산광역시",2,8,6,2,1,0,176,2,13,0,1,2,0,0,7,11,1
"6인","2013","세종특별자치시",0,0,0,0,0,3,1,15,1,1,2,6,0,0,0,1,0
"6인","2013","경기도",294,12,22,110,9,18,15,4,2915,26,21,47,18,11,14,22,11
"6인","2013","강원도",7,7,3,4,1,6,1,0,25,292,3,4,2,0,4,3,1
"6인","2013","충청북도",8,1,3,2,0,9,2,6,20,2,310,7,3,2,0,4,0
"6인","2013","충청남도",9,2,4,10,3,14,3,8,31,5,3,345,6,2,3,6,2
"6인","2013","전라북도",7,0,2,5,7,4,1,3,19,4,0,2,483,6,0,0,1
"6인","2013","전라남도",5,0,1,1,38,4,1,0,11,2,1,6,3,428,3,7,1
"6인","2013","경상북도",7,4,43,2,0,1,4,0,17,5,1,2,1,3,361,16,1
"6인","2013","경상남도",5,48,8,0,2,5,8,0,18,3,3,2,0,5,7,549,1
"6인","2013","제주특별자치도",0,2,0,1,0,1,0,0,6,1,0,0,0,0,0,1,184
"6인","2014","서울특별시",2342,18,6,54,7,4,1,14,468,13,12,13,10,8,7,5,1
"6인","2014","부산광역시",10,722,9,7,10,7,19,1,23,3,8,18,0,2,8,50,0
"6인","2014","대구광역시",8,15,555,4,1,6,2,1,9,3,4,5,0,1,45,5,1
"6인","2014","인천광역시",35,11,2,661,2,2,0,0,108,6,4,7,3,2,5,5,2
"6인","2014","광주광역시",5,4,0,1,455,1,0,2,17,1,1,2,8,39,0,5,1
"6인","2014","대전광역시",11,3,3,3,1,333,2,31,14,3,12,16,1,2,2,1,0
"6인","2014","울산광역시",0,11,1,1,0,1,228,2,4,3,2,3,1,2,5,8,1
